"City";"Year";"Formal Jobs";"Jobs in Agriculture";"Jobs in Industry";"Jobs in Construction";"Jobs in Retail";"Jobs in Service";"Share of Agricultural Jobs";"Share of Industry Jobs";"Share of Construction Jobs";"Share of Retail Jobs";"Share of Service Jobs";"Cód. IBGE"
"Embu das Artes";"2015";"43977";"49";"10090";"1885";"11215";"20738";"0,11";"22,94";"4,29";"25,5";"47,16";3515004
"Embu das Artes";"2016";"42420";"41";"8644";"1535";"11205";"20995";"0,1";"20,38";"3,62";"26,41";"49,49";3515004
"Embu-Guaçu";"2012";"8186";"116";"3452";"181";"1950";"2487";"1,42";"42,17";"2,21";"23,82";"30,38";3515103
"Embu-Guaçu";"2013";"8350";"20";"3671";"126";"1936";"2597";"0,24";"43,96";"1,51";"23,19";"31,1";3515103
"Embu-Guaçu";"2014";"8224";"35";"3255";"178";"2017";"2739";"0,43";"39,58";"2,16";"24,53";"33,3";3515103
"Embu-Guaçu";"2015";"8451";"190";"3086";"152";"2016";"3007";"2,25";"36,52";"1,8";"23,86";"35,58";3515103
"Embu-Guaçu";"2016";"8485";"197";"3060";"151";"2031";"3046";"2,32";"36,06";"1,78";"23,94";"35,9";3515103
"Emilianópolis";"2012";"307";"44";"26";"-";"33";"204";"14,33";"8,47";"-";"10,75";"66,45";3515129
"Emilianópolis";"2013";"339";"43";"21";"-";"33";"242";"12,68";"6,19";"-";"9,73";"71,39";3515129
"Emilianópolis";"2014";"328";"47";"22";"8";"35";"216";"14,33";"6,71";"2,44";"10,67";"65,85";3515129
"Emilianópolis";"2015";"343";"46";"24";"9";"36";"228";"13,41";"7";"2,62";"10,5";"66,47";3515129
"Emilianópolis";"2016";"323";"50";"23";"2";"34";"214";"15,48";"7,12";"0,62";"10,53";"66,25";3515129
"Engenheiro Coelho";"2012";"3759";"453";"1313";"23";"514";"1456";"12,05";"34,93";"0,61";"13,67";"38,73";3515152
"Engenheiro Coelho";"2013";"3808";"443";"1252";"8";"544";"1561";"11,63";"32,88";"0,21";"14,29";"40,99";3515152
"Engenheiro Coelho";"2014";"3594";"462";"1021";"21";"543";"1547";"12,85";"28,41";"0,58";"15,11";"43,04";3515152
"Engenheiro Coelho";"2015";"3936";"596";"944";"38";"584";"1774";"15,14";"23,98";"0,97";"14,84";"45,07";3515152
"Engenheiro Coelho";"2016";"3876";"467";"911";"11";"612";"1875";"12,05";"23,5";"0,28";"15,79";"48,37";3515152
"Espírito Santo do Pinhal";"2012";"12922";"1492";"5409";"177";"2361";"3483";"11,55";"41,86";"1,37";"18,27";"26,95";3515186
"Espírito Santo do Pinhal";"2013";"12654";"1450";"5281";"210";"2186";"3527";"11,46";"41,73";"1,66";"17,28";"27,87";3515186
"Espírito Santo do Pinhal";"2014";"12491";"1317";"5162";"291";"2156";"3565";"10,54";"41,33";"2,33";"17,26";"28,54";3515186
"Espírito Santo do Pinhal";"2015";"12430";"1355";"5165";"208";"2060";"3642";"10,9";"41,55";"1,67";"16,57";"29,3";3515186
"Espírito Santo do Pinhal";"2016";"12231";"1330";"5116";"105";"2051";"3629";"10,87";"41,83";"0,86";"16,77";"29,67";3515186
"Espírito Santo do Turvo";"2012";"1037";"509";"160";"x";"52";"315";"49,08";"15,43";"0,1";"5,01";"30,38";3515194
"Espírito Santo do Turvo";"2013";"536";"156";"13";"x";"51";"315";"29,1";"2,43";"0,19";"9,51";"58,77";3515194
"Espírito Santo do Turvo";"2014";"512";"117";"11";"2";"68";"314";"22,85";"2,15";"0,39";"13,28";"61,33";3515194
"Espírito Santo do Turvo";"2015";"556";"90";"5";"89";"57";"315";"16,19";"0,9";"16,01";"10,25";"56,65";3515194
"Espírito Santo do Turvo";"2016";"454";"101";"10";"9";"67";"267";"22,25";"2,2";"1,98";"14,76";"58,81";3515194
"Estiva Gerbi";"2012";"1931";"269";"618";"27";"313";"704";"13,93";"32";"1,4";"16,21";"36,46";3557303
"Estiva Gerbi";"2013";"1841";"229";"609";"43";"285";"675";"12,44";"33,08";"2,34";"15,48";"36,66";3557303
"Estiva Gerbi";"2014";"1877";"212";"639";"54";"270";"702";"11,29";"34,04";"2,88";"14,38";"37,4";3557303
"Estiva Gerbi";"2015";"1934";"254";"613";"47";"230";"790";"13,13";"31,7";"2,43";"11,89";"40,85";3557303
"Estiva Gerbi";"2016";"1817";"228";"577";"67";"229";"716";"12,55";"31,76";"3,69";"12,6";"39,41";3557303
"Estrela d'Oeste";"2012";"2599";"207";"1647";"x";"241";"495";"7,96";"63,37";"0,35";"9,27";"19,05";3515202
"Estrela d'Oeste";"2013";"3184";"184";"2210";"x";"270";"512";"5,78";"69,41";"0,25";"8,48";"16,08";3515202
"Estrela d'Oeste";"2014";"2871";"193";"1746";"1";"289";"642";"6,72";"60,82";"0,03";"10,07";"22,36";3515202
"Estrela d'Oeste";"2015";"2840";"183";"1713";"1";"279";"664";"6,44";"60,32";"0,04";"9,82";"23,38";3515202
"Estrela d'Oeste";"2016";"2674";"177";"1484";"1";"301";"711";"6,62";"55,5";"0,04";"11,26";"26,59";3515202
"Estrela do Norte";"2012";"408";"54";"3";"x";"35";"311";"13,24";"0,74";"1,23";"8,58";"76,23";3515301
"Estrela do Norte";"2013";"402";"54";"x";"x";"29";"314";"13,43";"1";"0,25";"7,21";"78,11";3515301
"Estrela do Norte";"2014";"382";"39";"4";"-";"29";"310";"10,21";"1,05";"-";"7,59";"81,15";3515301
"Estrela do Norte";"2015";"355";"44";"4";"-";"24";"283";"12,39";"1,13";"-";"6,76";"79,72";3515301
"Estrela do Norte";"2016";"532";"39";"5";"202";"23";"263";"7,33";"0,94";"37,97";"4,32";"49,44";3515301
"Euclides da Cunha Paulista";"2012";"753";"122";"56";"-";"95";"480";"16,2";"7,44";"-";"12,62";"63,75";3515350
"Euclides da Cunha Paulista";"2013";"749";"116";"49";"x";"132";"441";"15,49";"6,54";"1,47";"17,62";"58,88";3515350
"Euclides da Cunha Paulista";"2014";"666";"74";"11";"6";"137";"438";"11,11";"1,65";"0,9";"20,57";"65,77";3515350
"Euclides da Cunha Paulista";"2015";"784";"115";"21";"42";"151";"455";"14,67";"2,68";"5,36";"19,26";"58,04";3515350
"Euclides da Cunha Paulista";"2016";"727";"108";"22";"15";"122";"460";"14,86";"3,03";"2,06";"16,78";"63,27";3515350
"Fartura";"2012";"3508";"435";"1316";"47";"652";"1058";"12,4";"37,51";"1,34";"18,59";"30,16";3515400
"Fartura";"2013";"3803";"442";"1401";"135";"728";"1097";"11,62";"36,84";"3,55";"19,14";"28,85";3515400
"Fartura";"2014";"3814";"424";"1498";"32";"691";"1169";"11,12";"39,28";"0,84";"18,12";"30,65";3515400
"Fartura";"2015";"3756";"458";"1365";"36";"663";"1234";"12,19";"36,34";"0,96";"17,65";"32,85";3515400
"Fartura";"2016";"3616";"421";"1302";"43";"628";"1222";"11,64";"36,01";"1,19";"17,37";"33,79";3515400
"Fernando Prestes";"2012";"1078";"211";"255";"18";"145";"449";"19,57";"23,65";"1,67";"13,45";"41,65";3515608
"Fernando Prestes";"2013";"1068";"209";"270";"x";"134";"441";"19,57";"25,28";"1,31";"12,55";"41,29";3515608
"Fernando Prestes";"2014";"1115";"181";"254";"5";"181";"494";"16,23";"22,78";"0,45";"16,23";"44,3";3515608
"Fernando Prestes";"2015";"1059";"205";"217";"5";"203";"429";"19,36";"20,49";"0,47";"19,17";"40,51";3515608
"Fernando Prestes";"2016";"1106";"234";"242";"3";"199";"428";"21,16";"21,88";"0,27";"17,99";"38,7";3515608
"Fernandópolis";"2012";"16490";"521";"3502";"979";"5248";"6240";"3,16";"21,24";"5,94";"31,83";"37,84";3515509
"Fernandópolis";"2013";"17113";"537";"3588";"1110";"5733";"6145";"3,14";"20,97";"6,49";"33,5";"35,91";3515509
"Fernandópolis";"2014";"17630";"534";"3520";"1118";"5900";"6558";"3,03";"19,97";"6,34";"33,47";"37,2";3515509
"Fernandópolis";"2015";"17173";"490";"3452";"1372";"5440";"6419";"2,85";"20,1";"7,99";"31,68";"37,38";3515509
"Fernandópolis";"2016";"17255";"515";"2953";"1577";"5604";"6606";"2,98";"17,11";"9,14";"32,48";"38,28";3515509
"Fernão";"2012";"315";"110";"16";"-";"14";"175";"34,92";"5,08";"-";"4,44";"55,56";3515657
