"Localidades";"Períodos";"Frota Total de Veículos ";"Número de Habitantes por Total de Veículos ";"Frota de Automóveis ";"Número de Habitantes por Automóvel ";"Frota de Ônibus ";"Frota de Caminhões ";"Frota de Reboques ";"Frota de Motocicletas e Assemelhados ";"Frota de Microônibus e Camionetas ";"Frota de Veículos de Outro Tipo ";"Cód. IBGE"
"Eldorado";"2016";"4435";"3,36";"2106";"7,08";"62";"286";"96";"1348";"525";"12";3514809
"Eldorado";"2017";"4682";"3,2";"2231";"6,72";"66";"301";"103";"1389";"580";"12";3514809
"Elias Fausto";"2013";"6198";"2,62";"3226";"5,04";"70";"461";"345";"1407";"685";"4";3514908
"Elias Fausto";"2014";"6618";"2,48";"3518";"4,67";"93";"424";"289";"1495";"794";"5";3514908
"Elias Fausto";"2015";"7058";"2,35";"3830";"4,34";"92";"437";"247";"1596";"851";"5";3514908
"Elias Fausto";"2016";"7392";"2,27";"4038";"4,15";"94";"426";"241";"1690";"897";"6";3514908
"Elias Fausto";"2017";"7749";"2,18";"4262";"3,97";"91";"424";"252";"1772";"942";"6";3514908
"Elisiário";"2013";"1303";"2,49";"801";"4,04";"8";"67";"42";"247";"137";"1";3514924
"Elisiário";"2014";"1368";"2,4";"845";"3,88";"8";"67";"49";"242";"156";"1";3514924
"Elisiário";"2015";"1437";"2,31";"881";"3,77";"10";"64";"57";"261";"164";"-";3514924
"Elisiário";"2016";"1498";"2,24";"926";"3,63";"10";"67";"60";"261";"174";"-";3514924
"Elisiário";"2017";"1555";"2,18";"954";"3,56";"11";"72";"58";"284";"176";"-";3514924
"Embaúba";"2013";"1074";"2,25";"683";"3,53";"28";"89";"38";"106";"130";"-";3514957
"Embaúba";"2014";"1142";"2,11";"733";"3,29";"27";"93";"44";"105";"140";"-";3514957
"Embaúba";"2015";"1157";"2,08";"753";"3,2";"27";"83";"47";"109";"138";"-";3514957
"Embaúba";"2016";"1179";"2,04";"759";"3,17";"27";"81";"54";"113";"145";"-";3514957
"Embaúba";"2017";"1197";"2,01";"771";"3,12";"26";"79";"58";"108";"155";"-";3514957
"Embu das Artes";"2013";"95067";"2,62";"59078";"4,22";"745";"3370";"1797";"20054";"9944";"79";3515004
"Embu das Artes";"2014";"100967";"2,5";"62858";"4,02";"752";"3518";"2101";"20921";"10743";"74";3515004
"Embu das Artes";"2015";"104936";"2,44";"65375";"3,92";"776";"3462";"2270";"21728";"11254";"71";3515004
"Embu das Artes";"2016";"108384";"2,39";"67392";"3,84";"784";"3401";"2307";"22636";"11797";"67";3515004
"Embu das Artes";"2017";"111348";"2,35";"68872";"3,8";"778";"3437";"2393";"23561";"12241";"66";3515004
"Embu-Guaçu";"2013";"32267";"1,99";"18955";"3,39";"299";"2699";"330";"5394";"4572";"18";3515103
"Embu-Guaçu";"2014";"34588";"1,88";"20472";"3,17";"298";"2824";"397";"5633";"4943";"21";3515103
"Embu-Guaçu";"2015";"36005";"1,82";"21369";"3,06";"312";"2854";"414";"5817";"5215";"24";3515103
"Embu-Guaçu";"2016";"36923";"1,79";"22068";"2,99";"308";"2824";"500";"5894";"5298";"31";3515103
"Embu-Guaçu";"2017";"37815";"1,76";"22748";"2,92";"332";"2782";"514";"6009";"5395";"35";3515103
"Emilianópolis";"2013";"1296";"2,35";"707";"4,3";"14";"55";"25";"324";"171";"-";3515129
"Emilianópolis";"2014";"1377";"2,21";"765";"3,98";"13";"58";"24";"342";"175";"-";3515129
"Emilianópolis";"2015";"1437";"2,13";"810";"3,77";"13";"59";"28";"352";"175";"-";3515129
"Emilianópolis";"2016";"1495";"2,04";"846";"3,61";"12";"54";"29";"368";"186";"-";3515129
"Emilianópolis";"2017";"1587";"1,93";"891";"3,43";"14";"55";"33";"391";"203";"-";3515129
"Engenheiro Coelho";"2013";"7355";"2,34";"3758";"4,58";"151";"426";"173";"1989";"857";"1";3515152
"Engenheiro Coelho";"2014";"7944";"2,24";"4092";"4,34";"152";"433";"191";"2121";"954";"1";3515152
"Engenheiro Coelho";"2015";"8506";"2,16";"4387";"4,18";"163";"443";"204";"2250";"1058";"1";3515152
"Engenheiro Coelho";"2016";"9050";"2,07";"4667";"4,02";"176";"462";"233";"2346";"1165";"1";3515152
"Engenheiro Coelho";"2017";"9548";"2,01";"4953";"3,87";"186";"498";"246";"2437";"1227";"1";3515152
"Espírito Santo do Pinhal";"2013";"24827";"1,7";"14966";"2,82";"88";"755";"286";"5758";"2970";"4";3515186
"Espírito Santo do Pinhal";"2014";"25777";"1,64";"15479";"2,73";"78";"757";"301";"6009";"3149";"4";3515186
"Espírito Santo do Pinhal";"2015";"26764";"1,58";"15968";"2,65";"71";"799";"330";"6265";"3327";"4";3515186
"Espírito Santo do Pinhal";"2016";"27778";"1,52";"16483";"2,57";"72";"796";"353";"6502";"3566";"6";3515186
"Espírito Santo do Pinhal";"2017";"28684";"1,48";"17011";"2,49";"73";"798";"358";"6670";"3768";"6";3515186
"Espírito Santo do Turvo";"2013";"1996";"2,21";"1189";"3,7";"37";"194";"97";"218";"261";"-";3515194
"Espírito Santo do Turvo";"2014";"2076";"2,15";"1214";"3,68";"37";"204";"117";"224";"280";"-";3515194
"Espírito Santo do Turvo";"2015";"2114";"2,14";"1227";"3,68";"38";"201";"115";"238";"295";"-";3515194
"Espírito Santo do Turvo";"2016";"2152";"2,13";"1239";"3,69";"37";"208";"122";"235";"311";"-";3515194
"Espírito Santo do Turvo";"2017";"2229";"2,08";"1275";"3,63";"39";"206";"121";"249";"339";"-";3515194
"Estiva Gerbi";"2013";"5514";"1,88";"2996";"3,46";"27";"371";"170";"1419";"530";"1";3557303
"Estiva Gerbi";"2014";"5794";"1,81";"3202";"3,27";"27";"380";"166";"1439";"579";"1";3557303
"Estiva Gerbi";"2015";"6076";"1,74";"3367";"3,14";"28";"401";"177";"1493";"609";"1";3557303
"Estiva Gerbi";"2016";"6309";"1,69";"3569";"2,99";"29";"388";"176";"1517";"629";"1";3557303
"Estiva Gerbi";"2017";"6535";"1,65";"3706";"2,91";"31";"383";"183";"1543";"688";"1";3557303
"Estrela d'Oeste";"2013";"5164";"1,58";"2940";"2,78";"25";"331";"208";"1067";"593";"-";3515202
"Estrela d'Oeste";"2014";"5452";"1,5";"3047";"2,68";"33";"354";"241";"1139";"638";"-";3515202
"Estrela d'Oeste";"2015";"5584";"1,46";"3076";"2,65";"35";"360";"268";"1180";"665";"-";3515202
"Estrela d'Oeste";"2016";"5847";"1,39";"3186";"2,56";"36";"360";"302";"1266";"697";"-";3515202
"Estrela d'Oeste";"2017";"6083";"1,34";"3258";"2,5";"38";"348";"339";"1357";"743";"-";3515202
"Estrela do Norte";"2013";"917";"2,9";"662";"4,01";"8";"22";"11";"88";"126";"-";3515301
"Estrela do Norte";"2014";"983";"2,7";"703";"3,78";"8";"24";"15";"99";"134";"-";3515301
"Estrela do Norte";"2015";"1000";"2,65";"715";"3,71";"8";"24";"18";"102";"133";"-";3515301
"Estrela do Norte";"2016";"1043";"2,55";"750";"3,54";"8";"27";"19";"101";"138";"-";3515301
"Estrela do Norte";"2017";"1101";"2,41";"796";"3,34";"8";"27";"26";"108";"136";"-";3515301
"Euclides da Cunha Paulista";"2013";"3378";"2,82";"1818";"5,25";"48";"100";"54";"1056";"302";"-";3515350
"Euclides da Cunha Paulista";"2014";"3661";"2,6";"1977";"4,81";"52";"107";"64";"1117";"344";"-";3515350
"Euclides da Cunha Paulista";"2015";"3934";"2,41";"2115";"4,49";"50";"113";"84";"1192";"380";"-";3515350
"Euclides da Cunha Paulista";"2016";"4146";"2,29";"2257";"4,21";"51";"120";"92";"1229";"397";"-";3515350
"Euclides da Cunha Paulista";"2017";"4310";"2,21";"2350";"4,05";"58";"124";"107";"1252";"419";"-";3515350
"Fartura";"2013";"7192";"2,14";"4576";"3,37";"41";"304";"154";"1260";"852";"5";3515400
"Fartura";"2014";"7606";"2,03";"4774";"3,23";"46";"326";"173";"1348";"934";"5";3515400
"Fartura";"2015";"7981";"1,94";"4984";"3,1";"44";"346";"192";"1418";"992";"5";3515400
"Fartura";"2016";"8302";"1,87";"5156";"3,01";"47";"365";"206";"1463";"1060";"5";3515400
"Fartura";"2017";"8685";"1,79";"5331";"2,91";"49";"389";"229";"1528";"1153";"6";3515400
"Fernando Prestes";"2013";"3073";"1,81";"1791";"3,1";"16";"241";"94";"432";"499";"-";3515608
"Fernando Prestes";"2014";"3220";"1,73";"1860";"2,99";"17";"263";"103";"448";"529";"-";3515608
"Fernando Prestes";"2015";"3351";"1,66";"1956";"2,84";"19";"272";"115";"445";"544";"-";3515608
"Fernando Prestes";"2016";"3507";"1,59";"2048";"2,72";"20";"280";"124";"460";"575";"-";3515608
"Fernando Prestes";"2017";"3623";"1,54";"2099";"2,65";"19";"288";"132";"485";"600";"-";3515608
"Fernandópolis";"2013";"49627";"1,31";"25382";"2,57";"190";"1799";"1814";"15426";"5005";"11";3515509
"Fernandópolis";"2014";"52083";"1,26";"26488";"2,47";"195";"1861";"1983";"16126";"5419";"11";3515509
"Fernandópolis";"2015";"53894";"1,22";"27310";"2,4";"206";"1896";"2125";"16712";"5634";"11";3515509
"Fernandópolis";"2016";"55315";"1,19";"27915";"2,35";"216";"1924";"2305";"17064";"5880";"11";3515509
"Fernandópolis";"2017";"56977";"1,15";"28733";"2,29";"219";"1955";"2505";"17442";"6112";"11";3515509
"Fernão";"2013";"627";"2,53";"353";"4,5";"8";"36";"16";"126";"88";"-";3515657
"Fernão";"2014";"667";"2,39";"372";"4,29";"8";"44";"18";"123";"102";"-";3515657
"Fernão";"2015";"727";"2,21";"400";"4,01";"9";"43";"21";"142";"112";"-";3515657
"Fernão";"2016";"762";"2,12";"422";"3,82";"9";"46";"25";"148";"112";"-";3515657
"Fernão";"2017";"810";"2";"445";"3,64";"10";"42";"29";"155";"129";"-";3515657
"Ferraz de Vasconcelos";"2013";"58154";"3,02";"40353";"4,35";"344";"2294";"257";"8356";"6502";"48";3515707
"Ferraz de Vasconcelos";"2014";"61754";"2,88";"43034";"4,14";"352";"2318";"273";"8772";"6956";"49";3515707
"Ferraz de Vasconcelos";"2015";"63860";"2,83";"44787";"4,04";"366";"2292";"269";"8916";"7176";"54";3515707
"Ferraz de Vasconcelos";"2016";"65792";"2,78";"46240";"3,96";"365";"2272";"285";"9138";"7434";"58";3515707
"Ferraz de Vasconcelos";"2017";"67780";"2,74";"47671";"3,89";"385";"2281";"323";"9370";"7691";"59";3515707
"Flora Rica";"2013";"701";"2,42";"437";"3,87";"10";"28";"31";"135";"59";"1";3515806
"Flora Rica";"2014";"746";"2,24";"465";"3,6";"10";"29";"36";"140";"65";"1";3515806
"Flora Rica";"2015";"773";"2,14";"477";"3,47";"9";"28";"37";"146";"75";"1";3515806
"Flora Rica";"2016";"799";"2,05";"490";"3,35";"9";"30";"34";"143";"92";"1";3515806
"Flora Rica";"2017";"814";"2";"499";"3,26";"8";"33";"38";"134";"101";"1";3515806
"Floreal";"2013";"1795";"1,65";"1105";"2,68";"7";"74";"76";"299";"233";"1";3515905
"Floreal";"2014";"1853";"1,59";"1135";"2,59";"7";"75";"75";"311";"249";"1";3515905
"Floreal";"2015";"1848";"1,58";"1124";"2,6";"7";"76";"76";"308";"256";"1";3515905
"Floreal";"2016";"1878";"1,55";"1156";"2,52";"7";"76";"78";"313";"247";"1";3515905
"Floreal";"2017";"1899";"1,53";"1162";"2,49";"8";"76";"84";"316";"252";"1";3515905
"Flórida Paulista";"2013";"5355";"2,35";"3421";"3,68";"115";"370";"300";"616";"532";"1";3516002
"Flórida Paulista";"2014";"5646";"2,22";"3575";"3,5";"116";"384";"316";"659";"595";"1";3516002
"Flórida Paulista";"2015";"5864";"2,12";"3712";"3,35";"117";"393";"324";"699";"618";"1";3516002
"Flórida Paulista";"2016";"6112";"2,03";"3864";"3,2";"123";"413";"330";"721";"660";"1";3516002
"Flórida Paulista";"2017";"6254";"1,97";"3969";"3,1";"126";"413";"336";"742";"667";"1";3516002
"Florínia";"2013";"1150";"2,42";"671";"4,15";"7";"52";"25";"251";"143";"1";3516101
"Florínia";"2014";"1210";"2,29";"703";"3,93";"9";"58";"29";"259";"151";"1";3516101
"Florínia";"2015";"1289";"2,13";"743";"3,7";"9";"59";"39";"265";"173";"1";3516101
"Florínia";"2016";"1316";"2,08";"771";"3,55";"9";"62";"39";"264";"170";"1";3516101
"Florínia";"2017";"1360";"2,01";"803";"3,4";"11";"63";"42";"270";"170";"1";3516101
"Franca";"2013";"220033";"1,48";"130022";"2,51";"611";"3886";"3112";"59859";"22495";"48";3516200
"Franca";"2014";"230494";"1,43";"135529";"2,42";"630";"4104";"3445";"62184";"24557";"45";3516200
"Franca";"2015";"239025";"1,39";"140369";"2,36";"640";"4254";"3774";"63998";"25944";"46";3516200
"Franca";"2016";"245815";"1,36";"144373";"2,31";"687";"4309";"4026";"65143";"27230";"47";3516200
"Franca";"2017";"253712";"1,32";"148971";"2,25";"710";"4386";"4292";"66514";"28786";"53";3516200
"Francisco Morato";"2013";"36833";"4,35";"25235";"6,34";"219";"636";"97";"7655";"2989";"2";3516309
"Francisco Morato";"2014";"39624";"4,09";"27220";"5,95";"225";"655";"111";"8111";"3300";"2";3516309
"Francisco Morato";"2015";"42287";"3,88";"29156";"5,63";"231";"646";"123";"8491";"3637";"3";3516309
"Francisco Morato";"2016";"44435";"3,74";"30760";"5,4";"222";"628";"132";"8803";"3885";"5";3516309
"Francisco Morato";"2017";"46749";"3,6";"32344";"5,2";"243";"641";"152";"9223";"4141";"5";3516309
"Franco da Rocha";"2013";"43832";"3,14";"30208";"4,56";"183";"964";"195";"8090";"4184";"8";3516408
"Franco da Rocha";"2014";"46524";"3,01";"32100";"4,36";"189";"1021";"203";"8483";"4520";"8";3516408
"Franco da Rocha";"2015";"48757";"2,92";"33622";"4,23";"191";"1015";"218";"8887";"4814";"10";3516408
"Franco da Rocha";"2016";"50638";"2,85";"34968";"4,12";"200";"998";"240";"9190";"5030";"12";3516408
"Franco da Rocha";"2017";"53046";"2,75";"36573";"4";"206";"988";"269";"9602";"5392";"16";3516408
"Gabriel Monteiro";"2013";"1593";"1,7";"824";"3,28";"12";"93";"112";"354";"198";"-";3516507
"Gabriel Monteiro";"2014";"1649";"1,64";"861";"3,14";"12";"94";"110";"347";"225";"-";3516507
"Gabriel Monteiro";"2015";"1681";"1,61";"889";"3,04";"12";"94";"104";"344";"238";"-";3516507
"Gabriel Monteiro";"2016";"1695";"1,59";"910";"2,96";"14";"89";"95";"342";"245";"-";3516507
"Gabriel Monteiro";"2017";"1753";"1,54";"941";"2,86";"13";"89";"91";"352";"267";"-";3516507
"Gália";"2013";"2820";"2,43";"1644";"4,16";"37";"185";"86";"507";"360";"1";3516606
"Gália";"2014";"2979";"2,28";"1742";"3,9";"38";"193";"93";"535";"377";"1";3516606
"Gália";"2015";"3143";"2,14";"1841";"3,66";"43";"197";"102";"566";"393";"1";3516606
"Gália";"2016";"3298";"2,03";"1939";"3,45";"45";"193";"101";"607";"412";"1";3516606
"Gália";"2017";"3474";"1,92";"2036";"3,27";"45";"194";"105";"637";"456";"1";3516606
"Garça";"2013";"24350";"1,76";"13912";"3,08";"113";"865";"479";"6510";"2464";"7";3516705
"Garça";"2014";"25503";"1,68";"14588";"2,94";"115";"883";"509";"6757";"2645";"6";3516705
"Garça";"2015";"26567";"1,61";"15201";"2,81";"116";"894";"551";"7003";"2796";"6";3516705
"Garça";"2016";"27155";"1,57";"15548";"2,75";"121";"895";"592";"7139";"2855";"5";3516705
"Garça";"2017";"27836";"1,53";"15914";"2,68";"120";"904";"624";"7327";"2942";"5";3516705
"Gastão Vidigal";"2013";"1911";"2,29";"1110";"3,95";"54";"60";"60";"422";"205";"-";3516804
"Gastão Vidigal";"2014";"1995";"2,23";"1169";"3,8";"55";"62";"63";"434";"212";"-";3516804
"Gastão Vidigal";"2015";"2039";"2,21";"1185";"3,81";"54";"69";"66";"441";"224";"-";3516804
"Gastão Vidigal";"2016";"2126";"2,15";"1241";"3,68";"67";"66";"68";"461";"223";"-";3516804
"Gastão Vidigal";"2017";"2220";"2,08";"1298";"3,55";"67";"69";"76";"477";"233";"-";3516804
"Gavião Peixoto";"2013";"1619";"2,76";"1111";"4,03";"22";"54";"35";"150";"247";"-";3516853
"Gavião Peixoto";"2014";"1724";"2,61";"1188";"3,78";"20";"60";"36";"152";"268";"-";3516853
"Gavião Peixoto";"2015";"1799";"2,51";"1244";"3,63";"23";"60";"41";"151";"280";"-";3516853
"Gavião Peixoto";"2016";"1888";"2,4";"1289";"3,52";"24";"74";"48";"156";"297";"-";3516853
"Gavião Peixoto";"2017";"1999";"2,28";"1340";"3,4";"26";"80";"69";"167";"317";"-";3516853
"General Salgado";"2013";"6280";"1,7";"3668";"2,91";"106";"378";"406";"1006";"715";"1";3516903
"General Salgado";"2014";"6649";"1,61";"3870";"2,76";"106";"384";"432";"1090";"766";"1";3516903
"General Salgado";"2015";"6872";"1,56";"4000";"2,67";"101";"384";"452";"1153";"781";"1";3516903
"General Salgado";"2016";"7029";"1,52";"4094";"2,61";"103";"375";"460";"1185";"811";"1";3516903
"General Salgado";"2017";"7215";"1,48";"4203";"2,54";"97";"376";"469";"1218";"850";"2";3516903
"Getulina";"2013";"3950";"2,73";"2492";"4,33";"66";"163";"103";"654";"469";"3";3517000
"Getulina";"2014";"4228";"2,55";"2654";"4,07";"67";"174";"119";"696";"515";"3";3517000
"Getulina";"2015";"4347";"2,48";"2738";"3,94";"70";"170";"125";"717";"524";"3";3517000
"Getulina";"2016";"4467";"2,42";"2844";"3,8";"72";"159";"132";"741";"516";"3";3517000
"Getulina";"2017";"4601";"2,35";"2927";"3,7";"74";"158";"147";"752";"540";"3";3517000
"Glicério";"2013";"1801";"2,57";"982";"4,71";"29";"140";"56";"402";"192";"-";3517109
"Glicério";"2014";"1929";"2,41";"1049";"4,43";"28";"148";"67";"428";"209";"-";3517109
"Glicério";"2015";"2052";"2,27";"1125";"4,15";"28";"155";"75";"442";"227";"-";3517109
"Glicério";"2016";"2131";"2,2";"1150";"4,07";"29";"161";"75";"463";"253";"-";3517109
"Glicério";"2017";"2220";"2,12";"1182";"3,97";"34";"165";"88";"480";"271";"-";3517109
"Guaimbê";"2013";"1940";"2,81";"1265";"4,31";"28";"146";"26";"247";"228";"-";3517307
"Guaimbê";"2014";"2052";"2,66";"1347";"4,05";"29";"149";"27";"263";"237";"-";3517307
"Guaimbê";"2015";"2174";"2,51";"1429";"3,83";"31";"150";"35";"273";"256";"-";3517307
"Guaimbê";"2016";"2233";"2,45";"1452";"3,77";"32";"155";"35";"287";"272";"-";3517307
"Guaimbê";"2017";"2317";"2,37";"1511";"3,64";"33";"157";"36";"298";"282";"-";3517307
"Guaíra";"2013";"23751";"1,6";"11541";"3,29";"195";"1704";"1540";"5918";"2850";"3";3517406
"Guaíra";"2014";"25036";"1,52";"12149";"3,14";"207";"1788";"1671";"6183";"3035";"3";3517406
"Guaíra";"2015";"25921";"1,48";"12595";"3,04";"204";"1821";"1816";"6348";"3134";"3";3517406
"Guaíra";"2016";"26840";"1,43";"13122";"2,93";"212";"1855";"1863";"6448";"3337";"3";3517406
"Guaíra";"2017";"27698";"1,39";"13538";"2,85";"216";"1923";"1931";"6603";"3485";"2";3517406
"Guaiçara";"2013";"4606";"2,4";"2445";"4,52";"27";"140";"446";"1153";"394";"1";3517208
"Guaiçara";"2014";"4908";"2,28";"2618";"4,28";"30";"144";"466";"1222";"427";"1";3517208
"Guaiçara";"2015";"5129";"2,21";"2765";"4,1";"30";"146";"489";"1268";"430";"1";3517208
"Guaiçara";"2016";"5294";"2,16";"2888";"3,97";"32";"140";"504";"1300";"429";"1";3517208
"Guaiçara";"2017";"5511";"2,1";"3007";"3,85";"31";"145";"525";"1353";"449";"1";3517208
"Guapiara";"2013";"4344";"4,1";"2234";"7,98";"51";"338";"26";"1154";"540";"1";3517604
"Guapiara";"2014";"4767";"3,72";"2457";"7,23";"54";"357";"31";"1269";"598";"1";3517604
"Guapiara";"2015";"5273";"3,35";"2698";"6,56";"54";"383";"41";"1438";"658";"1";3517604
"Guapiara";"2016";"5795";"3,06";"2971";"5,96";"55";"406";"55";"1582";"724";"2";3517604
"Guapiara";"2017";"6244";"2,84";"3224";"5,5";"57";"426";"63";"1694";"778";"2";3517604
"Guapiaçu";"2013";"9772";"1,92";"5413";"3,47";"70";"495";"288";"2281";"1223";"2";3517505
"Guapiaçu";"2014";"10302";"1,86";"5652";"3,39";"71";"519";"321";"2474";"1263";"2";3517505
"Guapiaçu";"2015";"10790";"1,81";"5932";"3,29";"69";"548";"342";"2604";"1293";"2";3517505
"Guapiaçu";"2016";"11188";"1,77";"6121";"3,23";"69";"542";"377";"2733";"1344";"2";3517505
"Guapiaçu";"2017";"11601";"1,73";"6319";"3,17";"76";"556";"420";"2827";"1401";"2";3517505
"Guará";"2013";"7774";"2,59";"4732";"4,25";"165";"321";"298";"1369";"888";"1";3517703
"Guará";"2014";"8363";"2,42";"5049";"4,01";"171";"342";"328";"1500";"972";"1";3517703
"Guará";"2015";"8814";"2,31";"5344";"3,8";"178";"357";"357";"1580";"997";"1";3517703
"Guará";"2016";"8899";"2,29";"5522";"3,7";"188";"322";"230";"1614";"1022";"1";3517703
"Guará";"2017";"9295";"2,21";"5765";"3,56";"187";"325";"259";"1687";"1071";"1";3517703
"Guaraci";"2013";"4158";"2,47";"2408";"4,27";"69";"220";"281";"749";"430";"1";3517901
"Guaraci";"2014";"4390";"2,37";"2553";"4,07";"70";"226";"295";"773";"472";"1";3517901
"Guaraci";"2015";"4645";"2,26";"2699";"3,89";"74";"227";"319";"818";"507";"1";3517901
"Guaraci";"2016";"4810";"2,2";"2838";"3,73";"75";"226";"278";"862";"530";"1";3517901
"Guaraci";"2017";"5112";"2,09";"2985";"3,58";"87";"261";"301";"893";"584";"1";3517901
"Guarani d'Oeste";"2013";"862";"2,27";"503";"3,89";"5";"27";"23";"210";"94";"-";3518008
"Guarani d'Oeste";"2014";"926";"2,11";"538";"3,63";"6";"31";"30";"217";"104";"-";3518008
"Guarani d'Oeste";"2015";"988";"1,97";"584";"3,33";"6";"35";"41";"208";"114";"-";3518008
"Guarani d'Oeste";"2016";"1049";"1,85";"620";"3,13";"6";"40";"49";"214";"120";"-";3518008
"Guarani d'Oeste";"2017";"1074";"1,8";"646";"3";"6";"46";"47";"209";"120";"-";3518008
"Guarantã";"2013";"2499";"2,57";"1467";"4,38";"41";"109";"83";"505";"294";"-";3518107
"Guarantã";"2014";"2697";"2,38";"1586";"4,05";"41";"120";"101";"522";"327";"-";3518107
"Guarantã";"2015";"2816";"2,29";"1674";"3,84";"43";"119";"106";"540";"334";"-";3518107
"Guarantã";"2016";"2926";"2,2";"1730";"3,73";"44";"116";"118";"578";"340";"-";3518107
"Guarantã";"2017";"3061";"2,11";"1805";"3,57";"45";"118";"130";"598";"365";"-";3518107
"Guararapes";"2013";"18208";"1,71";"9258";"3,36";"134";"952";"793";"5377";"1690";"4";3518206
"Guararapes";"2014";"19291";"1,62";"9796";"3,19";"139";"976";"861";"5675";"1840";"4";3518206
"Guararapes";"2015";"20042";"1,57";"10126";"3,11";"151";"1008";"927";"5868";"1958";"4";3518206
"Guararapes";"2016";"20699";"1,53";"10453";"3,02";"156";"1003";"996";"6065";"2022";"4";3518206
"Guararapes";"2017";"21480";"1,48";"10909";"2,91";"157";"1005";"1047";"6218";"2140";"4";3518206
"Guararema";"2013";"14063";"1,91";"8408";"3,2";"50";"705";"452";"2662";"1754";"32";3518305
"Guararema";"2014";"15033";"1,81";"8965";"3,04";"50";"761";"500";"2849";"1877";"31";3518305
"Guararema";"2015";"15781";"1,75";"9386";"2,94";"46";"809";"585";"2959";"1961";"35";3518305
"Guararema";"2016";"16509";"1,69";"9699";"2,88";"69";"812";"736";"3094";"2065";"34";3518305
"Guararema";"2017";"17247";"1,64";"10184";"2,78";"83";"798";"809";"3176";"2163";"34";3518305
"Guaratinguetá";"2013";"60029";"1,9";"37028";"3,08";"202";"1364";"590";"13892";"6904";"49";3518404
"Guaratinguetá";"2014";"63155";"1,82";"38798";"2,96";"180";"1420";"629";"14503";"7570";"55";3518404
"Guaratinguetá";"2015";"65536";"1,76";"40150";"2,88";"214";"1406";"674";"15029";"8005";"58";3518404
"Guaratinguetá";"2016";"67790";"1,71";"41319";"2,81";"214";"1501";"722";"15526";"8450";"58";3518404
"Guaratinguetá";"2017";"70440";"1,66";"42884";"2,72";"210";"1515";"760";"15972";"9040";"59";3518404
"Guaraçaí";"2013";"4697";"1,8";"2540";"3,32";"35";"315";"124";"1056";"625";"2";3517802
"Guaraçaí";"2014";"4939";"1,71";"2682";"3,15";"35";"315";"134";"1102";"669";"2";3517802
"Guaraçaí";"2015";"5083";"1,66";"2769";"3,05";"36";"311";"139";"1129";"697";"2";3517802
"Guaraçaí";"2016";"5263";"1,6";"2837";"2,97";"36";"311";"165";"1179";"733";"2";3517802
