"Localidades";"Períodos";"PIB (Em mil reais correntes)";"PIB per Capita (Em reais correntes)";"Participação no PIB do Estado (Em %)";"Cód. IBGE"
"Bom Sucesso de Itararé";"2011";"42012,23";"11686,29";"0,002924";3507159
"Bom Sucesso de Itararé";"2012";"42019,91";"11604,5";"0,002695";3507159
"Bom Sucesso de Itararé";"2013";"47981,42";"13152,8";"0,002797";3507159
"Bom Sucesso de Itararé";"2014";"51302,28";"13956,01";"0,002761";3507159
"Bom Sucesso de Itararé";"2015";"50824,5";"13725,22";"0,00262";3507159
"Borá";"2011";"44294,87";"55024,69";"0,003083";3507209
"Borá";"2012";"72194,41";"89571,23";"0,004631";3507209
"Borá";"2013";"69237,5";"85796,15";"0,004037";3507209
"Borá";"2014";"73127,98";"90504,93";"0,003935";3507209
"Borá";"2015";"71778,39";"88834,64";"0,0037";3507209
"Boracéia";"2011";"185077,9";"42911,64";"0,012882";3507308
"Boracéia";"2012";"184688,71";"42320,97";"0,011846";3507308
"Boracéia";"2013";"188860,11";"42767,24";"0,011011";3507308
"Boracéia";"2014";"143931,29";"32213,81";"0,007746";3507308
"Boracéia";"2015";"256954,86";"56835,85";"0,013246";3507308
"Borborema";"2011";"245039,81";"16775,51";"0,017056";3507407
"Borborema";"2012";"259663";"17665,35";"0,016655";3507407
"Borborema";"2013";"285854,69";"19326,26";"0,016666";3507407
"Borborema";"2014";"320686,35";"21547,16";"0,017258";3507407
"Borborema";"2015";"322729,73";"21549,8";"0,016636";3507407
"Borebi";"2011";"52944,86";"22821,06";"0,003685";3507456
"Borebi";"2012";"46868,6";"19944,09";"0,003006";3507456
"Borebi";"2013";"45158,51";"18966,2";"0,002633";3507456
"Borebi";"2014";"44531,11";"18454,67";"0,002396";3507456
"Borebi";"2015";"43442,93";"17775,34";"0,002239";3507456
"Botucatu";"2011";"3328759,12";"25872,53";"0,231699";3507506
"Botucatu";"2012";"3498939,59";"26877,09";"0,22443";3507506
"Botucatu";"2013";"3940403,6";"29914,32";"0,229729";3507506
"Botucatu";"2014";"4186985,82";"31414,72";"0,225325";3507506
"Botucatu";"2015";"4043042,79";"29980";"0,208416";3507506
"Bragança Paulista";"2011";"3752010,52";"25276,79";"0,26116";3507605
"Bragança Paulista";"2012";"4140413,61";"27538,32";"0,265576";3507605
"Bragança Paulista";"2013";"4508779,48";"29606,54";"0,262866";3507605
"Bragança Paulista";"2014";"4840392,41";"31379,57";"0,260489";3507605
"Bragança Paulista";"2015";"4907900,73";"31412,37";"0,252999";3507605
"Braúna";"2011";"55718,08";"10987,59";"0,003878";3507704
"Braúna";"2012";"61860,25";"12063,23";"0,003968";3507704
"Braúna";"2013";"69833,41";"13465,76";"0,004071";3507704
"Braúna";"2014";"66201,74";"12624,28";"0,003563";3507704
"Braúna";"2015";"70216,47";"13238,4";"0,00362";3507704
"Brejo Alegre";"2011";"114408,17";"44138,95";"0,007963";3507753
"Brejo Alegre";"2012";"129938,84";"49727,84";"0,008335";3507753
"Brejo Alegre";"2013";"179240,99";"68048,97";"0,01045";3507753
"Brejo Alegre";"2014";"201005,51";"75679,79";"0,010817";3507753
"Brejo Alegre";"2015";"214703,05";"80202,86";"0,011068";3507753
"Brodowski";"2011";"332919,03";"15570,06";"0,023173";3507803
"Brodowski";"2012";"365486,59";"16842,7";"0,023443";3507803
"Brodowski";"2013";"431643,11";"19601,43";"0,025165";3507803
"Brodowski";"2014";"471177,63";"21082,72";"0,025357";3507803
"Brodowski";"2015";"496450,52";"21889,35";"0,025592";3507803
"Brotas";"2011";"475780,81";"21826,81";"0,033117";3507902
"Brotas";"2012";"494490,78";"22431,99";"0,031718";3507902
"Brotas";"2013";"532288,16";"23877,99";"0,031033";3507902
"Brotas";"2014";"629690,48";"27934,1";"0,033887";3507902
"Brotas";"2015";"607358,46";"26643,2";"0,031309";3507902
"Buri";"2011";"226044,68";"12117,76";"0,015734";3508009
"Buri";"2012";"216187,03";"11526,9";"0,013867";3508009
"Buri";"2013";"272075,34";"14429,88";"0,015862";3508009
"Buri";"2014";"346758,29";"18291,83";"0,018661";3508009
"Buri";"2015";"345649,66";"18135,77";"0,017818";3508009
"Buritama";"2011";"375446,9";"24172,48";"0,026133";3508108
"Buritama";"2012";"437168,7";"27914,48";"0,028041";3508108
"Buritama";"2013";"462022,01";"29260,42";"0,026936";3508108
"Buritama";"2014";"369668,83";"23218,95";"0,019894";3508108
"Buritama";"2015";"633053,56";"39435,22";"0,032633";3508108
"Buritizal";"2011";"121587,26";"29822,73";"0,008463";3508207
"Buritizal";"2012";"133782,57";"32590,15";"0,008581";3508207
"Buritizal";"2013";"156221,94";"37798,68";"0,009108";3508207
"Buritizal";"2014";"175386,3";"42160,17";"0,009439";3508207
"Buritizal";"2015";"294789,98";"70389,2";"0,015196";3508207
"Cabrália Paulista";"2011";"99729,02";"22884,13";"0,006942";3508306
"Cabrália Paulista";"2012";"97190,89";"22347,87";"0,006234";3508306
"Cabrália Paulista";"2013";"82446,39";"18996,86";"0,004807";3508306
"Cabrália Paulista";"2014";"85854,63";"19823,28";"0,00462";3508306
"Cabrália Paulista";"2015";"74881,35";"17325,62";"0,00386";3508306
"Cabreúva";"2011";"1908403,42";"45114,85";"0,132835";3508405
"Cabreúva";"2012";"2426146,12";"56301,54";"0,155619";3508405
"Cabreúva";"2013";"2665912,27";"60728,31";"0,155425";3508405
"Cabreúva";"2014";"2875872,88";"64309,87";"0,154767";3508405
"Cabreúva";"2015";"3900474,72";"85619,34";"0,201067";3508405
"Cachoeira Paulista";"2011";"343814,56";"11348,89";"0,023931";3508603
"Cachoeira Paulista";"2012";"394194,56";"12914,25";"0,025285";3508603
"Cachoeira Paulista";"2013";"458379,36";"14903,74";"0,026724";3508603
"Cachoeira Paulista";"2014";"505805";"16322,08";"0,02722";3508603
"Cachoeira Paulista";"2015";"530142,61";"16978,15";"0,027328";3508603
"Caconde";"2011";"185892,52";"10012,52";"0,012939";3508702
"Caconde";"2012";"271269,63";"14587,53";"0,0174";3508702
"Caconde";"2013";"207006,73";"11113,86";"0,012069";3508702
"Caconde";"2014";"248030,42";"13295,65";"0,013348";3508702
"Caconde";"2015";"286045,02";"15308,8";"0,014745";3508702
"Cafelândia";"2011";"282929,63";"16975,44";"0,019693";3508801
"Cafelândia";"2012";"290216,2";"17341,87";"0,018615";3508801
"Cafelândia";"2013";"335201,32";"19950,08";"0,019543";3508801
"Cafelândia";"2014";"328175";"19452,02";"0,017661";3508801
"Cafelândia";"2015";"333985,23";"19716,94";"0,017217";3508801
"Caiabu";"2011";"45661,01";"11202,41";"0,003178";3508900
"Caiabu";"2012";"44691,02";"10951";"0,002867";3508900
"Caiabu";"2013";"48385,02";"11844,56";"0,002821";3508900
"Caiabu";"2014";"49003,64";"11981,33";"0,002637";3508900
"Caiabu";"2015";"50062,62";"12228,29";"0,002581";3508900
"Caieiras";"2011";"2042344,44";"23263,18";"0,142158";3509007
"Caieiras";"2012";"2427255,46";"27205,59";"0,15569";3509007
"Caieiras";"2013";"2646902,31";"29193,02";"0,154317";3509007
"Caieiras";"2014";"3801889,66";"41261,2";"0,204601";3509007
"Caieiras";"2015";"3074159,66";"32829,91";"0,158471";3509007
"Caiuá";"2011";"58575,79";"11510,27";"0,004077";3509106
"Caiuá";"2012";"66043,87";"12829,03";"0,004236";3509106
"Caiuá";"2013";"65735,12";"12624,38";"0,003832";3509106
"Caiuá";"2014";"76534,29";"14530,91";"0,004119";3509106
"Caiuá";"2015";"72992,55";"13697,23";"0,003763";3509106
"Cajamar";"2011";"6201955,2";"94924,01";"0,431689";3509205
"Cajamar";"2012";"7056254,08";"105773,47";"0,452604";3509205
"Cajamar";"2013";"8022351,66";"117776,58";"0,467711";3509205
"Cajamar";"2014";"9911053,87";"142504,62";"0,53337";3509205
"Cajamar";"2015";"11584945,53";"163138,38";"0,597196";3509205
"Cajati";"2011";"912664,31";"32132,67";"0,063526";3509254
"Cajati";"2012";"967638,84";"34037,03";"0,062067";3509254
"Cajati";"2013";"923583,2";"32459,96";"0,053846";3509254
"Cajati";"2014";"1067028,76";"37467,21";"0,057423";3509254
"Cajati";"2015";"1077823,54";"37814,39";"0,055561";3509254
"Cajobi";"2011";"99636,42";"10164,91";"0,006935";3509304
"Cajobi";"2012";"95441,28";"9699,32";"0,006122";3509304
"Cajobi";"2013";"112942,68";"11432,6";"0,006585";3509304
"Cajobi";"2014";"116041,19";"11698,88";"0,006245";3509304
"Cajobi";"2015";"115903,5";"11639,23";"0,005975";3509304
"Cajuru";"2011";"320411,33";"13587,69";"0,022302";3509403
"Cajuru";"2012";"393033,09";"16502,21";"0,02521";3509403
"Cajuru";"2013";"435622,46";"18110,19";"0,025397";3509403
"Cajuru";"2014";"488168,12";"20093,36";"0,026271";3509403
"Cajuru";"2015";"479733,97";"19551,45";"0,02473";3509403
"Campina do Monte Alegre";"2011";"100750,7";"18026,61";"0,007013";3509452
"Campina do Monte Alegre";"2012";"85658,87";"15258,08";"0,005494";3509452
"Campina do Monte Alegre";"2013";"99829,87";"17703,47";"0,00582";3509452
"Campina do Monte Alegre";"2014";"86183,57";"15213,34";"0,004638";3509452
"Campina do Monte Alegre";"2015";"92415,95";"16241,82";"0,004764";3509452
"Campinas";"2011";"44613747,67";"40930,04";"3,105352";3509502
"Campinas";"2012";"48438677,48";"43996,36";"3,106968";3509502
"Campinas";"2013";"54363857,78";"48886,16";"3,169464";3509502
"Campinas";"2014";"57673308,99";"51345,45";"3,103726";3509502
"Campinas";"2015";"56400145,94";"49711,64";"2,907389";3509502
"Campo Limpo Paulista";"2011";"1376220,55";"18377,54";"0,095792";3509601
"Campo Limpo Paulista";"2012";"1416799,96";"18690,55";"0,090877";3509601
"Campo Limpo Paulista";"2013";"1505365,72";"19619,25";"0,087764";3509601
"Campo Limpo Paulista";"2014";"1569453,2";"20206,94";"0,084461";3509601
"Campo Limpo Paulista";"2015";"1645830,6";"20934,26";"0,084841";3509601
"Campos do Jordão";"2011";"760042,42";"15833,23";"0,052903";3509700
"Campos do Jordão";"2012";"807970,58";"16745,85";"0,051825";3509700
"Campos do Jordão";"2013";"920718,33";"18985,06";"0,053679";3509700
"Campos do Jordão";"2014";"1056051,74";"21664,38";"0,056832";3509700
"Campos do Jordão";"2015";"1093066,91";"22308,85";"0,056347";3509700
"Campos Novos Paulista";"2011";"88853,12";"19472,52";"0,006185";3509809
"Campos Novos Paulista";"2012";"93455,09";"20351,72";"0,005994";3509809
"Campos Novos Paulista";"2013";"106093,96";"22964,06";"0,006185";3509809
"Campos Novos Paulista";"2014";"110286,48";"23727,73";"0,005935";3509809
"Campos Novos Paulista";"2015";"103240,98";"22074,19";"0,005322";3509809
"Cananéia";"2011";"841203,43";"68821,36";"0,058552";3509908
"Cananéia";"2012";"443179,66";"36263,78";"0,028427";3509908
"Cananéia";"2013";"450250,91";"36854,46";"0,02625";3509908
"Cananéia";"2014";"406389,54";"33269,71";"0,02187";3509908
"Cananéia";"2015";"294252,62";"24097,34";"0,015169";3509908
"Canas";"2011";"68197,61";"15335,64";"0,004747";3509957
"Canas";"2012";"84172,43";"18634,59";"0,005399";3509957
"Canas";"2013";"100020,37";"21800,43";"0,005831";3509957
"Canas";"2014";"111576,15";"23943,38";"0,006005";3509957
"Canas";"2015";"153281,99";"32385,8";"0,007902";3509957
"Cândido Mota";"2011";"521531,3";"17444,85";"0,036301";3510005
"Cândido Mota";"2012";"602029,05";"20126";"0,038616";3510005
"Cândido Mota";"2013";"689602,4";"23039,74";"0,040204";3510005
"Cândido Mota";"2014";"713504,82";"23824,79";"0,038398";3510005
"Cândido Mota";"2015";"907639,92";"30290";"0,046788";3510005
"Cândido Rodrigues";"2011";"51569,44";"19321,64";"0,00359";3510104
"Cândido Rodrigues";"2012";"56918,93";"21317,95";"0,003651";3510104
"Cândido Rodrigues";"2013";"63684,16";"23824,97";"0,003713";3510104
"Cândido Rodrigues";"2014";"69978,37";"26169,92";"0,003766";3510104
"Cândido Rodrigues";"2015";"77775,65";"29075,01";"0,004009";3510104
"Canitar";"2011";"117280,07";"26527,95";"0,008163";3510153
"Canitar";"2012";"97785,49";"21812,51";"0,006272";3510153
"Canitar";"2013";"105077,5";"23114,28";"0,006126";3510153
"Canitar";"2014";"113107,77";"24535,31";"0,006087";3510153
"Canitar";"2015";"113703,72";"24326,86";"0,005861";3510153
"Capão Bonito";"2011";"546200,02";"11829,42";"0,038018";3510203
"Capão Bonito";"2012";"532182,72";"11528,34";"0,034135";3510203
"Capão Bonito";"2013";"618082,82";"13392,04";"0,036035";3510203
"Capão Bonito";"2014";"712263,98";"15436,01";"0,038331";3510203
"Capão Bonito";"2015";"736823,73";"15971,73";"0,037983";3510203
"Capela do Alto";"2011";"169125,29";"9505,16";"0,011772";3510302
"Capela do Alto";"2012";"174376,1";"9639,9";"0,011185";3510302
"Capela do Alto";"2013";"234803,56";"12768";"0,013689";3510302
"Capela do Alto";"2014";"248260,14";"13278,78";"0,01336";3510302
"Capela do Alto";"2015";"265880,11";"13989,27";"0,013706";3510302
"Capivari";"2011";"1318009,41";"26851,02";"0,09174";3510401
"Capivari";"2012";"1444353,59";"29081,92";"0,092644";3510401
"Capivari";"2013";"1545321,48";"30751,44";"0,090094";3510401
"Capivari";"2014";"1639873,08";"32251,13";"0,088251";3510401
"Capivari";"2015";"1627709,25";"31638,56";"0,083907";3510401
"Caraguatatuba";"2011";"1830143,28";"17898,01";"0,127388";3510500
"Caraguatatuba";"2012";"2199999,05";"21174,2";"0,141113";3510500
"Caraguatatuba";"2013";"2504935,22";"23727,49";"0,14604";3510500
"Caraguatatuba";"2014";"2885242,92";"26896,77";"0,155271";3510500
"Caraguatatuba";"2015";"2720210,86";"24956,52";"0,140225";3510500
"Carapicuíba";"2011";"3420202,22";"9191,65";"0,238064";3510609
"Carapicuíba";"2012";"3772659,5";"10064,45";"0,241987";3510609
"Carapicuíba";"2013";"4401711,95";"11656,4";"0,256624";3510609
"Carapicuíba";"2014";"4719835,34";"12407,1";"0,254001";3510609
"Carapicuíba";"2015";"5115508,66";"13348,54";"0,263701";3510609
"Cardoso";"2011";"125942,31";"10676,7";"0,008766";3510708
"Cardoso";"2012";"167427,57";"14202,02";"0,010739";3510708
"Cardoso";"2013";"151615,61";"12868,41";"0,008839";3510708
"Cardoso";"2014";"178702,61";"15176,44";"0,009617";3510708
"Cardoso";"2015";"190436,06";"16182,53";"0,009817";3510708
"Casa Branca";"2011";"493623,57";"17371,94";"0,034359";3510807
"Casa Branca";"2012";"483338,46";"16938,44";"0,031002";3510807
"Casa Branca";"2013";"509276,03";"17771,44";"0,029691";3510807
"Casa Branca";"2014";"564623,99";"19619,31";"0,030386";3510807
"Casa Branca";"2015";"617785,7";"21374,45";"0,031846";3510807
"Cássia dos Coqueiros";"2011";"65697,3";"25075,31";"0,004573";3510906
"Cássia dos Coqueiros";"2012";"79930,83";"30719";"0,005127";3510906
"Cássia dos Coqueiros";"2013";"85004,66";"32871,1";"0,004956";3510906
"Cássia dos Coqueiros";"2014";"96098,6";"37407,01";"0,005172";3510906
"Cássia dos Coqueiros";"2015";"107984,98";"42297,29";"0,005567";3510906
"Castilho";"2011";"395714,04";"21678,21";"0,027544";3511003
"Castilho";"2012";"424375,5";"22893,43";"0,02722";3511003
"Castilho";"2013";"432233,85";"22961,85";"0,0252";3511003
"Castilho";"2014";"455578,63";"23832,32";"0,024517";3511003
"Castilho";"2015";"534635,28";"27541,48";"0,02756";3511003
"Catanduva";"2011";"2873464,27";"25370,29";"0,200008";3511102
"Catanduva";"2012";"3148658,89";"27677,11";"0,201962";3511102
"Catanduva";"2013";"3406023,8";"29806,81";"0,198574";3511102
"Catanduva";"2014";"3577634,55";"31170,04";"0,192533";3511102
"Catanduva";"2015";"3604454,43";"31264,78";"0,185807";3511102
"Catiguá";"2011";"85578,18";"11942,25";"0,005957";3511201
"Catiguá";"2012";"97587,71";"13533,17";"0,00626";3511201
"Catiguá";"2013";"108676,29";"14979,5";"0,006336";3511201
"Catiguá";"2014";"107433,12";"14714,85";"0,005782";3511201
"Catiguá";"2015";"105148,75";"14313,74";"0,00542";3511201
"Caçapava";"2011";"3168298,2";"37100,38";"0,22053";3508504
"Caçapava";"2012";"3309843,44";"38430,69";"0,212301";3508504
"Caçapava";"2013";"3595377,55";"41393,26";"0,209614";3508504
"Caçapava";"2014";"3846021,85";"43904,86";"0,206976";3508504
"Caçapava";"2015";"3547468,57";"40154,26";"0,18287";3508504
"Cedral";"2011";"168750,29";"20957,56";"0,011746";3511300
"Cedral";"2012";"187653,49";"23036,27";"0,012037";3511300
"Cedral";"2013";"238944,15";"28994,56";"0,013931";3511300
"Cedral";"2014";"251371";"30151,25";"0,013528";3511300
"Cedral";"2015";"261153,18";"30964,33";"0,013462";3511300
"Cerqueira César";"2011";"348424,41";"19703,92";"0,024252";3511409
"Cerqueira César";"2012";"418160,01";"23415,84";"0,026822";3511409
"Cerqueira César";"2013";"478802,44";"26549,99";"0,027915";3511409
"Cerqueira César";"2014";"507785,91";"27881,94";"0,027327";3511409
"Cerqueira César";"2015";"541479,23";"29442,62";"0,027913";3511409
"Cerquilho";"2011";"1350183,45";"33537,43";"0,09398";3511508
"Cerquilho";"2012";"1397960,03";"34086,61";"0,089668";3511508
"Cerquilho";"2013";"1451933,51";"34753,54";"0,084649";3511508
"Cerquilho";"2014";"1571086,71";"36914,63";"0,084549";3511508
"Cerquilho";"2015";"1595235,37";"36794,73";"0,082233";3511508
"Cesário Lange";"2011";"228531,73";"14545,97";"0,015907";3511607
"Cesário Lange";"2012";"246298,21";"15481,69";"0,015798";3511607
"Cesário Lange";"2013";"273220,15";"16961,77";"0,015929";3511607
"Cesário Lange";"2014";"311107,7";"19073,49";"0,016742";3511607
"Cesário Lange";"2015";"347963,07";"21068,24";"0,017937";3511607
"Charqueada";"2011";"285372,99";"18703,17";"0,019863";3511706
"Charqueada";"2012";"238245,59";"15420,43";"0,015282";3511706
"Charqueada";"2013";"243238,93";"15546,4";"0,014181";3511706
"Charqueada";"2014";"260101,31";"16417,43";"0,013998";3511706
"Charqueada";"2015";"264004,12";"16456,03";"0,013609";3511706
"Chavantes";"2011";"129726,42";"10698,2";"0,00903";3557204
"Chavantes";"2012";"151311,91";"12468,02";"0,009705";3557204
"Chavantes";"2013";"174918,77";"14400,16";"0,010198";3557204
"Chavantes";"2014";"182381,25";"15002,16";"0,009815";3557204
"Chavantes";"2015";"181880,37";"14947,43";"0,009376";3557204
"Clementina";"2011";"169835,23";"23644,05";"0,011821";3511904
"Clementina";"2012";"85099,59";"11627,22";"0,005458";3511904
"Clementina";"2013";"160994,41";"21586,81";"0,009386";3511904
"Clementina";"2014";"186528,64";"24546,47";"0,010038";3511904
"Clementina";"2015";"194228,15";"25084,35";"0,010012";3511904
"Colina";"2011";"571507,96";"32854,73";"0,03978";3512001
"Colina";"2012";"637479,18";"36586,27";"0,040889";3512001
"Colina";"2013";"635039,37";"36381,52";"0,037023";3512001
"Colina";"2014";"975469,79";"55788,95";"0,052496";3512001
"Colina";"2015";"804208,51";"45915,42";"0,041456";3512001
"Colômbia";"2011";"210221,87";"35036,98";"0,014633";3512100
"Colômbia";"2012";"216595,1";"36057,12";"0,013893";3512100
"Colômbia";"2013";"224285,67";"37306,33";"0,013076";3512100
"Colômbia";"2014";"247741,87";"41159,97";"0,013332";3512100
"Colômbia";"2015";"242607,33";"40266,78";"0,012506";3512100
"Conchal";"2011";"368773,15";"14507,78";"0,025669";3512209
"Conchal";"2012";"422738,37";"16491,32";"0,027115";3512209
"Conchal";"2013";"490732,66";"18983,86";"0,02861";3512209
"Conchal";"2014";"530527,82";"20350,91";"0,028551";3512209
"Conchal";"2015";"577486,4";"21967,68";"0,029769";3512209
"Conchas";"2011";"226905,96";"13867,01";"0,015794";3512308
"Conchas";"2012";"253746,99";"15424,41";"0,016276";3512308
"Conchas";"2013";"281018,56";"16991,27";"0,016384";3512308
"Conchas";"2014";"292579,91";"17595,62";"0,015745";3512308
"Conchas";"2015";"308065,42";"18428,27";"0,015881";3512308
"Cordeirópolis";"2011";"1391566,89";"65050,81";"0,09686";3512407
"Cordeirópolis";"2012";"1540029,47";"70835,26";"0,098781";3512407
"Cordeirópolis";"2013";"1602430,73";"72521,3";"0,093423";3512407
"Cordeirópolis";"2014";"1678842,96";"74758,11";"0,090348";3512407
"Cordeirópolis";"2015";"2307497,27";"101099,6";"0,11895";3512407
"Coroados";"2011";"100508,28";"18942,38";"0,006996";3512506
"Coroados";"2012";"98968,59";"18385,4";"0,006348";3512506
"Coroados";"2013";"107194,77";"19629,15";"0,00625";3512506
"Coroados";"2014";"121619,39";"21952,96";"0,006545";3512506
"Coroados";"2015";"128989,99";"22951,96";"0,006649";3512506
"Coronel Macedo";"2011";"47064,5";"9443,12";"0,003276";3512605
"Coronel Macedo";"2012";"55695,94";"11224,49";"0,003572";3512605
"Coronel Macedo";"2013";"56071,02";"11352,71";"0,003269";3512605
"Coronel Macedo";"2014";"61533,4";"12514,42";"0,003311";3512605
"Coronel Macedo";"2015";"64563,74";"13189,73";"0,003328";3512605
"Corumbataí";"2011";"78975,47";"20344,01";"0,005497";3512704
"Corumbataí";"2012";"83597,27";"21479,26";"0,005362";3512704
"Corumbataí";"2013";"99594,25";"25536,99";"0,005806";3512704
"Corumbataí";"2014";"98687,07";"25239,66";"0,005311";3512704
"Corumbataí";"2015";"157050,8";"40074,2";"0,008096";3512704
"Cosmópolis";"2011";"939345,47";"15665,94";"0,065383";3512803
"Cosmópolis";"2012";"1019715,93";"16645,98";"0,065407";3512803
"Cosmópolis";"2013";"1156949";"18485,45";"0,067451";3512803
"Cosmópolis";"2014";"1227129,44";"19191,29";"0,066039";3512803
"Cosmópolis";"2015";"1283380,85";"19645,19";"0,066157";3512803
"Cosmorama";"2011";"224219,44";"31176,23";"0,015607";3512902
"Cosmorama";"2012";"213790";"29825,61";"0,013713";3512902
