"Localidades";"Períodos";"Valor Adicionado Total (Em mil reais correntes)";"Valor Adicionado da Administração Pública (Em mil reais correntes)";"Valor Adicionado na Indústria (Em mil reais correntes)";"Valor Adicionado dos Serviços (Em mil reais correntes)";"Valor Adicionado da Agropecuária (Em mil reais correntes)";"Impostos sobre Produtos Líquidos de Subsídios (Em mil reais correntes)";"Participação da Administração Pública no Total do Valor Adicionado (Em %)";"Participação da Indústria no Total do Valor Adicionado (Em %)";"Participação dos Serviços no Total do Valor Adicionado (Em %)";"Participação da Agropecuária no Total do Valor Adicionado (Em %)";"Cód. IBGE"
"Álvaro de Carvalho";"2011";"40364,4";"12231,27";"2238,49";"22792,73";"15333,17";"421,39";"30,3";"5,55";"56,47";"37,99";3501400
"Álvaro de Carvalho";"2012";"36979,46";"13506,2";"2077,37";"25196,19";"9705,9";"655,03";"36,52";"5,62";"68,14";"26,25";3501400
"Álvaro de Carvalho";"2013";"35529,52";"15854,29";"2053,62";"28397,83";"5078,08";"926,34";"44,62";"5,78";"79,93";"14,29";3501400
"Álvaro de Carvalho";"2014";"38490,36";"17788,71";"2222,6";"32065,54";"4202,22";"1247,5";"46,22";"5,77";"83,31";"10,92";3501400
"Álvaro de Carvalho";"2015";"45908,14";"18128,96";"2979,3";"33716,34";"9212,5";"1239,42";"39,49";"6,49";"73,44";"20,07";3501400
"Alvinlândia";"2011";"29065,6";"10250,24";"2061,28";"20120,73";"6883,59";"582,25";"35,27";"7,09";"69,23";"23,68";3501509
"Alvinlândia";"2012";"33788,82";"11967,3";"2366,28";"23730,01";"7692,53";"781,93";"35,42";"7";"70,23";"22,77";3501509
"Alvinlândia";"2013";"38266,83";"13379,12";"2748,12";"26580,54";"8938,17";"914,67";"34,96";"7,18";"69,46";"23,36";3501509
"Alvinlândia";"2014";"39703,7";"13722,82";"2730,27";"28052,52";"8920,91";"785,65";"34,56";"6,88";"70,65";"22,47";3501509
"Alvinlândia";"2015";"41449,58";"14968,41";"3256,49";"29907,78";"8285,31";"885,82";"36,11";"7,86";"72,15";"19,99";3501509
"Americana";"2011";"7224166,1";"670142,43";"2692819,71";"4523751,52";"7594,88";"1392344,3";"9,28";"37,28";"62,62";"0,11";3501608
"Americana";"2012";"7324330,13";"699558,39";"2444913,94";"4872982,7";"6433,49";"1433753,96";"9,55";"33,38";"66,53";"0,09";3501608
"Americana";"2013";"8453589,31";"861407,06";"2626249,62";"5816180,43";"11159,25";"1631553,12";"10,19";"31,07";"68,8";"0,13";3501608
"Americana";"2014";"9124266,68";"940037,09";"2583971,13";"6529783,8";"10511,76";"1603601,86";"10,3";"28,32";"71,57";"0,12";3501608
"Americana";"2015";"8571823,55";"925726,84";"2437333,21";"6124803,73";"9686,6";"1529905,77";"10,8";"28,43";"71,45";"0,11";3501608
"Américo Brasiliense";"2011";"450822,36";"88044,04";"156106,5";"278603,95";"16111,91";"51301,81";"19,53";"34,63";"61,8";"3,57";3501707
"Américo Brasiliense";"2012";"484812,09";"93379,49";"170232,22";"290993,14";"23586,74";"54048,53";"19,26";"35,11";"60,02";"4,87";3501707
"Américo Brasiliense";"2013";"587044,74";"113823,29";"210635,29";"354822,64";"21586,81";"64069,95";"19,39";"35,88";"60,44";"3,68";3501707
"Américo Brasiliense";"2014";"632382,33";"118826,51";"210071,86";"402934,01";"19376,46";"69107,3";"18,79";"33,22";"63,72";"3,06";3501707
"Américo Brasiliense";"2015";"671839,55";"129281,56";"225256,38";"432200,81";"14382,37";"71349,57";"19,24";"33,53";"64,33";"2,14";3501707
"Américo de Campos";"2011";"60525,68";"15912,84";"2516,97";"36413,92";"21594,79";"1943,22";"26,29";"4,16";"60,16";"35,68";3501806
"Américo de Campos";"2012";"61242,28";"17738,42";"2622,8";"40220,95";"18398,53";"1829,57";"28,96";"4,28";"65,68";"30,04";3501806
"Américo de Campos";"2013";"67865,03";"21226,52";"2896,36";"46431,56";"18537,11";"1773,37";"31,28";"4,27";"68,42";"27,31";3501806
"Américo de Campos";"2014";"84073,4";"23292,64";"3525,72";"53466,75";"27080,93";"2001,7";"27,71";"4,19";"63,6";"32,21";3501806
"Américo de Campos";"2015";"82274,52";"24512,86";"3598,79";"54640,57";"24035,16";"2326,52";"29,79";"4,37";"66,41";"29,21";3501806
"Amparo";"2011";"2452845,21";"191871,58";"1187173,49";"1172002,05";"93669,67";"407245,4";"7,82";"48,4";"47,78";"3,82";3501905
"Amparo";"2012";"2556076,35";"208715,02";"1193970,4";"1265862,72";"96243,22";"458032,49";"8,17";"46,71";"49,52";"3,77";3501905
"Amparo";"2013";"2750823,01";"236778,08";"1224582,3";"1411867,91";"114372,8";"518327,81";"8,61";"44,52";"51,33";"4,16";3501905
"Amparo";"2014";"2964922,95";"260980,87";"1297401,2";"1568262,8";"99258,95";"551691,35";"8,8";"43,76";"52,89";"3,35";3501905
"Amparo";"2015";"3054319,51";"273699,72";"1360708,99";"1588291,51";"105319,02";"554677,54";"8,96";"44,55";"52";"3,45";3501905
"Analândia";"2011";"105873,74";"17850,32";"40479,04";"48620,24";"16774,46";"2724,36";"16,86";"38,23";"45,92";"15,84";3502002
"Analândia";"2012";"108025,58";"19204,23";"38264,6";"51961,18";"17799,8";"2777,54";"17,78";"35,42";"48,1";"16,48";3502002
"Analândia";"2013";"120906,13";"21154,2";"42686,1";"58508,22";"19711,81";"3231,14";"17,5";"35,31";"48,39";"16,3";3502002
"Analândia";"2014";"132146,85";"23611,68";"44424,17";"65056,18";"22666,5";"3264,1";"17,87";"33,62";"49,23";"17,15";3502002
"Analândia";"2015";"124848,22";"25527,58";"36617,88";"65391,5";"22838,84";"3823,69";"20,45";"29,33";"52,38";"18,29";3502002
"Andradina";"2011";"1590241,36";"148312,81";"698557,66";"762245,93";"129437,77";"141247,05";"9,33";"43,93";"47,93";"8,14";3502101
"Andradina";"2012";"1707018,28";"155717,2";"753878,72";"855013,63";"98125,93";"154960,22";"9,12";"44,16";"50,09";"5,75";3502101
"Andradina";"2013";"1841452,56";"185366,35";"730256,76";"1018631,33";"92564,47";"191464,71";"10,07";"39,66";"55,32";"5,03";3502101
"Andradina";"2014";"1933970,17";"194350,35";"756675,32";"1097027,95";"80266,9";"197995,09";"10,05";"39,13";"56,72";"4,15";3502101
"Andradina";"2015";"1850791,34";"209472,56";"651089,04";"1129071,15";"70631,16";"207135,23";"11,32";"35,18";"61";"3,82";3502101
"Angatuba";"2011";"625396,87";"57109,04";"330830,25";"216311,4";"78255,23";"58648,61";"9,13";"52,9";"34,59";"12,51";3502200
"Angatuba";"2012";"561892,86";"64729,82";"262754,94";"233344,16";"65793,76";"62813,66";"11,52";"46,76";"41,53";"11,71";3502200
"Angatuba";"2013";"608940,27";"75573,07";"237529,76";"281431,74";"89978,78";"60208,99";"12,41";"39,01";"46,22";"14,78";3502200
"Angatuba";"2014";"699677,47";"79152,42";"288168,03";"308198,74";"103310,7";"65704,99";"11,31";"41,19";"44,05";"14,77";3502200
"Angatuba";"2015";"790649,85";"86228,81";"289647,56";"396488,72";"104513,57";"80579,52";"10,91";"36,63";"50,15";"13,22";3502200
"Anhembi";"2011";"84024,45";"21170,74";"13963,71";"39733,31";"30327,44";"5105,31";"25,2";"16,62";"47,29";"36,09";3502309
"Anhembi";"2012";"97382,07";"23356,06";"14640,49";"45548,21";"37193,37";"5430,52";"23,98";"15,03";"46,77";"38,19";3502309
"Anhembi";"2013";"101157,14";"26430,71";"15016,83";"52084,51";"34055,8";"5328,53";"26,13";"14,85";"51,49";"33,67";3502309
"Anhembi";"2014";"104646,03";"28501,28";"16195,9";"55884,6";"32565,52";"5208,95";"27,24";"15,48";"53,4";"31,12";3502309
"Anhembi";"2015";"94920,33";"29547,16";"13510,7";"54894,48";"26515,14";"4163,73";"31,13";"14,23";"57,83";"27,93";3502309
"Anhumas";"2011";"35886,37";"11329,4";"3745,29";"20569,16";"11571,93";"958,3";"31,57";"10,44";"57,32";"32,25";3502408
"Anhumas";"2012";"51891,36";"12279,06";"4863,53";"24386,8";"22641,03";"1141,24";"23,66";"9,37";"47";"43,63";3502408
"Anhumas";"2013";"68899,3";"14531,31";"6331,61";"29596,17";"32971,52";"1137,01";"21,09";"9,19";"42,96";"47,85";3502408
"Anhumas";"2014";"61481,87";"15716,34";"5816,29";"31704,9";"23960,68";"1412,12";"25,56";"9,46";"51,57";"38,97";3502408
"Anhumas";"2015";"57168,03";"17000,88";"4979,92";"32701,44";"19486,67";"1706,26";"29,74";"8,71";"57,2";"34,09";3502408
"Aparecida";"2011";"555853,11";"97851,6";"71609,37";"483573,24";"670,5";"35167,87";"17,6";"12,88";"87";"0,12";3502507
"Aparecida";"2012";"626128,06";"117048,86";"63317,49";"561583,32";"1227,25";"40872,63";"18,69";"10,11";"89,69";"0,2";3502507
"Aparecida";"2013";"714664,67";"125899,5";"68897,2";"644438,45";"1329,02";"46023,98";"17,62";"9,64";"90,17";"0,19";3502507
"Aparecida";"2014";"825952,2";"136510,39";"81056,78";"743415,64";"1479,77";"49379,49";"16,53";"9,81";"90,01";"0,18";3502507
"Aparecida";"2015";"875151,92";"144543,12";"81148,04";"792511,74";"1492,15";"53987,14";"16,52";"9,27";"90,56";"0,17";3502507
"Aparecida d'Oeste";"2011";"56708,54";"12184,12";"13455,24";"32154,37";"11098,93";"3512,62";"21,49";"23,73";"56,7";"19,57";3502606
"Aparecida d'Oeste";"2012";"57423,22";"13130,1";"13785,37";"34037,07";"9600,79";"3446,06";"22,87";"24,01";"59,27";"16,72";3502606
"Aparecida d'Oeste";"2013";"60841,5";"15362,23";"12621,5";"38811,12";"9408,88";"3478,22";"25,25";"20,74";"63,79";"15,46";3502606
"Aparecida d'Oeste";"2014";"76675,36";"16224,78";"13782,94";"43387,48";"19504,94";"3699,83";"21,16";"17,98";"56,59";"25,44";3502606
"Aparecida d'Oeste";"2015";"83167,52";"17541,66";"15171,57";"46166,82";"21829,13";"4137,09";"21,09";"18,24";"55,51";"26,25";3502606
"Apiaí";"2011";"429973,06";"61997,66";"157001,77";"197907,33";"75063,95";"32419,9";"14,42";"36,51";"46,03";"17,46";3502705
"Apiaí";"2012";"445728,26";"66340,3";"156547,29";"215823,76";"73357,21";"43276,09";"14,88";"35,12";"48,42";"16,46";3502705
"Apiaí";"2013";"609347,99";"77772,18";"168454,44";"268886,39";"172007,15";"44974,68";"12,76";"27,65";"44,13";"28,23";3502705
"Apiaí";"2014";"733123,39";"84581,25";"182537,17";"307686,45";"242899,77";"34699,92";"11,54";"24,9";"41,97";"33,13";3502705
"Apiaí";"2015";"718582,89";"87835,38";"169705,61";"308658,41";"240218,87";"41735,29";"12,22";"23,62";"42,95";"33,43";3502705
"Aramina";"2011";"77930,62";"15861,04";"4376,51";"47919,84";"25634,28";"4902,13";"20,35";"5,62";"61,49";"32,89";3503000
"Aramina";"2012";"88464,65";"17495,29";"5080,2";"57937,92";"25446,53";"5912,01";"19,78";"5,74";"65,49";"28,76";3503000
"Aramina";"2013";"108056,95";"19602,13";"5990,36";"70884,18";"31182,42";"7411,37";"18,14";"5,54";"65,6";"28,86";3503000
"Aramina";"2014";"96870,73";"20474,41";"5105,44";"73594,28";"18171,01";"7981,95";"21,14";"5,27";"75,97";"18,76";3503000
"Aramina";"2015";"103320,63";"21394,59";"5428,37";"80901,83";"16990,44";"9152,53";"20,71";"5,25";"78,3";"16,44";3503000
"Arandu";"2011";"70043";"17950,14";"7483,19";"34114,22";"28445,59";"1242,53";"25,63";"10,68";"48,7";"40,61";3503109
"Arandu";"2012";"64314,55";"21552,76";"6386,37";"39100,62";"18827,57";"2139,45";"33,51";"9,93";"60,8";"29,27";3503109
"Arandu";"2013";"69219,41";"24161,99";"6417,37";"45618,58";"17183,46";"2158,64";"34,91";"9,27";"65,9";"24,82";3503109
"Arandu";"2014";"79200,81";"24287,38";"6275,78";"49181,64";"23743,39";"2408,66";"30,67";"7,92";"62,1";"29,98";3503109
"Arandu";"2015";"78918,41";"26505,45";"6793,53";"53117,1";"19007,78";"2560,96";"33,59";"8,61";"67,31";"24,09";3503109
"Arapeí";"2011";"18991,81";"10458,06";"1171,89";"15859,22";"1960,69";"1760,04";"55,07";"6,17";"83,51";"10,32";3503158
"Arapeí";"2012";"21682,88";"11496,57";"1212,99";"17593,16";"2876,73";"2226,65";"53,02";"5,59";"81,14";"13,27";3503158
"Arapeí";"2013";"22066,11";"11545,17";"1266,51";"17747,19";"3052,4";"515,03";"52,32";"5,74";"80,43";"13,83";3503158
"Arapeí";"2014";"23070,85";"12229,93";"1234,26";"19049,19";"2787,4";"517,02";"53,01";"5,35";"82,57";"12,08";3503158
"Arapeí";"2015";"23243,95";"13153,13";"1332,6";"20280,34";"1631,01";"969,83";"56,59";"5,73";"87,25";"7,02";3503158
"Araraquara";"2011";"5386347,33";"599295,25";"1550427,14";"3754145,7";"81774,49";"730212,76";"11,13";"28,78";"69,7";"1,52";3503208
"Araraquara";"2012";"6088039,83";"645721,89";"1735786,55";"4254573,11";"97680,17";"840488,51";"10,61";"28,51";"69,88";"1,6";3503208
"Araraquara";"2013";"6613773,71";"773998,54";"1609474,23";"4900129,69";"104169,79";"917840,07";"11,7";"24,34";"74,09";"1,58";3503208
"Araraquara";"2014";"7062483,1";"829337,93";"1544168,18";"5418586,82";"99728,11";"912743,42";"11,74";"21,86";"76,72";"1,41";3503208
"Araraquara";"2015";"7344635,4";"881487,73";"1581853,45";"5675721,58";"87060,37";"1060730,15";"12";"21,54";"77,28";"1,19";3503208
"Araras";"2011";"3198050,61";"327919,92";"1154719,47";"1971197,9";"72133,24";"472957,3";"10,25";"36,11";"61,64";"2,26";3503307
"Araras";"2012";"3512823,14";"358897,08";"1207096,63";"2222241,58";"83484,93";"524320,35";"10,22";"34,36";"63,26";"2,38";3503307
"Araras";"2013";"3675866,05";"413553,72";"1158983,53";"2437231,96";"79650,56";"535511,32";"11,25";"31,53";"66,3";"2,17";3503307
"Araras";"2014";"3890302,05";"441138,06";"1227440,22";"2632518,66";"30343,16";"540989,03";"11,34";"31,55";"67,67";"0,78";3503307
"Araras";"2015";"4079737,94";"479996,72";"1301929,24";"2705769,13";"72039,57";"560640,89";"11,77";"31,91";"66,32";"1,77";3503307
"Araçariguama";"2011";"945810,37";"60694,91";"521631,33";"423579,72";"599,33";"251666,71";"6,42";"55,15";"44,78";"0,06";3502754
"Araçariguama";"2012";"1025833,47";"70499,7";"576424,81";"448734,85";"673,81";"282402,52";"6,87";"56,19";"43,74";"0,07";3502754
"Araçariguama";"2013";"1084557,28";"85617,55";"584261,26";"499421,77";"874,25";"289272,13";"7,89";"53,87";"46,05";"0,08";3502754
"Araçariguama";"2014";"1221116,22";"94795,65";"652114,99";"567978,13";"1023,09";"272903,35";"7,76";"53,4";"46,51";"0,08";3502754
"Araçariguama";"2015";"1361671,4";"97440,36";"718772,15";"641854,18";"1045,07";"331561,1";"7,16";"52,79";"47,14";"0,08";3502754
"Araçatuba";"2011";"4089866,45";"464673,91";"790264,53";"3194314,87";"105287,05";"520785";"11,36";"19,32";"78,1";"2,57";3502804
"Araçatuba";"2012";"4819582,04";"504298,81";"993764,01";"3725378,77";"100439,26";"603472,59";"10,46";"20,62";"77,3";"2,08";3502804
"Araçatuba";"2013";"5427645,09";"570567,43";"1026850,92";"4307951,26";"92842,91";"666946,24";"10,51";"18,92";"79,37";"1,71";3502804
"Araçatuba";"2014";"5941563,89";"611954,92";"1085214,12";"4785607,27";"70742,5";"681243,86";"10,3";"18,26";"80,54";"1,19";3502804
"Araçatuba";"2015";"5675057,59";"643165,38";"1048655,67";"4556964,07";"69437,85";"560860,61";"11,33";"18,48";"80,3";"1,22";3502804
"Araçoiaba da Serra";"2011";"335662,48";"70399,55";"84227,6";"232066,21";"19368,67";"35747,02";"20,97";"25,09";"69,14";"5,77";3502903
"Araçoiaba da Serra";"2012";"370868,42";"76909,7";"89215,77";"262514,48";"19138,17";"43309,27";"20,74";"24,06";"70,78";"5,16";3502903
"Araçoiaba da Serra";"2013";"419776,64";"91948,44";"87987,48";"309792,25";"21996,91";"48249,41";"21,9";"20,96";"73,8";"5,24";3502903
"Araçoiaba da Serra";"2014";"459356,02";"102885,82";"93329,7";"342223,24";"23803,09";"49587,57";"22,4";"20,32";"74,5";"5,18";3502903
"Araçoiaba da Serra";"2015";"513766,67";"113419,85";"109759,26";"383317,92";"20689,49";"63653,47";"22,08";"21,36";"74,61";"4,03";3502903
"Arco-Íris";"2011";"30884,34";"7496,36";"1880,62";"12493,2";"16510,51";"551,97";"24,27";"6,09";"40,45";"53,46";3503356
"Arco-Íris";"2012";"34774,55";"8543,08";"2870,33";"14487,55";"17416,67";"742,5";"24,57";"8,25";"41,66";"50,08";3503356
"Arco-Íris";"2013";"32419,85";"9843,66";"2343,64";"15851,08";"14225,14";"552,35";"30,36";"7,23";"48,89";"43,88";3503356
"Arco-Íris";"2014";"34012,03";"10392,17";"2783,5";"17439,39";"13789,14";"646,77";"30,55";"8,18";"51,27";"40,54";3503356
"Arco-Íris";"2015";"41948,31";"11239,14";"2798,82";"19006,46";"20143,03";"903,13";"26,79";"6,67";"45,31";"48,02";3503356
"Arealva";"2011";"116407,97";"21632,1";"10874,91";"61804,48";"43728,58";"4252,71";"18,58";"9,34";"53,09";"37,56";3503406
"Arealva";"2012";"124493,42";"24007,78";"11247,74";"72126,3";"41119,38";"5438,66";"19,28";"9,03";"57,94";"33,03";3503406
"Arealva";"2013";"133383,8";"26921,68";"11659,16";"79102,81";"42621,83";"6102,04";"20,18";"8,74";"59,3";"31,95";3503406
"Arealva";"2014";"131023,99";"29350,43";"10364,51";"86931,08";"33728,4";"5476,44";"22,4";"7,91";"66,35";"25,74";3503406
"Arealva";"2015";"131009,4";"31733,58";"10992,31";"88775";"31242,09";"6321,51";"24,22";"8,39";"67,76";"23,85";3503406
"Areias";"2011";"24627,02";"12965,34";"717,69";"19480,41";"4428,92";"743";"52,65";"2,91";"79,1";"17,98";3503505
