"Localidades";"Períodos";"Consumo de Energia Elétrica - Total (Em MWh)";"Consumo de Energia Elétrica - Industrial (Em MWh)";"Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh)";"Consumo de Energia Elétrica - Rural (Em MWh)";"Consumo de Energia Elétrica - Residencial (Em MWh)";"Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh)";"Cód. IBGE"
"Holambra";"2017";"77663";"19777";"8159";"34913";"9403";"5411";3519055
"Hortolândia";"2013";"553662";"308060";"59328";"486";"157576";"28213";3519071
"Hortolândia";"2014";"571215";"266148";"105585";"527";"168575";"30381";3519071
"Hortolândia";"2015";"556677";"210260";"147784";"452";"167786";"30394";3519071
"Hortolândia";"2016";"538955";"183451";"154129";"463";"170549";"30363";3519071
"Hortolândia";"2017";"559642";"183407";"167082";"459";"176445";"32249";3519071
"Iacanga";"2013";"23529";"5463";"3942";"3441";"8296";"2388";3519105
"Iacanga";"2014";"24594";"5501";"4188";"3924";"8622";"2358";3519105
"Iacanga";"2015";"21990";"4022";"3507";"3376";"8652";"2433";3519105
"Iacanga";"2016";"22108";"3514";"3850";"3661";"8634";"2449";3519105
"Iacanga";"2017";"22328";"2821";"4117";"4043";"8786";"2562";3519105
"Iacri";"2013";"8030";"500";"1063";"1581";"3357";"1528";3519204
"Iacri";"2014";"8741";"789";"1131";"1618";"3578";"1626";3519204
"Iacri";"2015";"8609";"710";"1167";"1567";"3560";"1605";3519204
"Iacri";"2016";"9136";"1168";"1120";"1571";"3753";"1523";3519204
"Iacri";"2017";"10235";"2073";"1149";"1593";"3848";"1572";3519204
"Iaras";"2013";"9086";"239";"1429";"2059";"2201";"3158";3519253
"Iaras";"2014";"9569";"218";"1434";"2249";"2453";"3216";3519253
"Iaras";"2015";"9040";"103";"1330";"2123";"2433";"3052";3519253
"Iaras";"2016";"8983";"129";"1368";"2016";"2452";"3019";3519253
"Iaras";"2017";"9335";"93";"1432";"2176";"2531";"3103";3519253
"Ibaté";"2013";"50580";"13736";"6754";"1388";"21931";"6771";3519303
"Ibaté";"2014";"53490";"13625";"7999";"1529";"23394";"6944";3519303
"Ibaté";"2015";"51985";"13300";"8048";"1529";"22311";"6796";3519303
"Ibaté";"2016";"52933";"13509";"7190";"3183";"21953";"7098";3519303
"Ibaté";"2017";"53774";"12358";"7299";"4127";"22665";"7324";3519303
"Ibirá";"2013";"20823";"3232";"3287";"2160";"9238";"2905";3519402
"Ibirá";"2014";"22236";"3433";"3549";"2173";"10122";"2959";3519402
"Ibirá";"2015";"21101";"2989";"3229";"1865";"10113";"2905";3519402
"Ibirá";"2016";"20577";"2729";"3151";"1880";"9833";"2984";3519402
"Ibirá";"2017";"21612";"2975";"3281";"2066";"10151";"3140";3519402
"Ibirarema";"2013";"12930";"4335";"1695";"944";"4186";"1770";3519501
"Ibirarema";"2014";"12972";"4089";"1744";"983";"4347";"1809";3519501
"Ibirarema";"2015";"12525";"3942";"1644";"923";"4156";"1860";3519501
"Ibirarema";"2016";"12536";"4041";"1577";"997";"4265";"1656";3519501
"Ibirarema";"2017";"13377";"4536";"1568";"1001";"4447";"1826";3519501
"Ibitinga";"2013";"119695";"26290";"20976";"5969";"50289";"16171";3519600
"Ibitinga";"2014";"129611";"29757";"21671";"7009";"54637";"16537";3519600
"Ibitinga";"2015";"125776";"29419";"20340";"5566";"53639";"16812";3519600
"Ibitinga";"2016";"122667";"29300";"19141";"5761";"51322";"17143";3519600
"Ibitinga";"2017";"121710";"26796";"18865";"5597";"52709";"17743";3519600
"Ibiúna";"2013";"152331";"21137";"14006";"74428";"35520";"7240";3519709
"Ibiúna";"2014";"164617";"20901";"17218";"82001";"37093";"7405";3519709
"Ibiúna";"2015";"162343";"19706";"17326";"81558";"36401";"7352";3519709
"Ibiúna";"2016";"160994";"18660";"16881";"82448";"35956";"7049";3519709
"Ibiúna";"2017";"166649";"20713";"17089";"84872";"36478";"7496";3519709
"Icém";"2013";"17564";"5259";"3678";"870";"5804";"1954";3519808
"Icém";"2014";"18690";"3903";"5539";"1076";"6143";"2028";3519808
"Icém";"2015";"16360";"2364";"4971";"1016";"5875";"2133";3519808
"Icém";"2016";"15369";"1827";"4920";"966";"5572";"2083";3519808
"Icém";"2017";"16780";"2487";"5039";"894";"5652";"2709";3519808
"Iepê";"2013";"12265";"945";"2228";"2303";"4914";"1874";3519907
"Iepê";"2014";"13295";"638";"3085";"2402";"5209";"1960";3519907
"Iepê";"2015";"13059";"668";"3142";"2106";"5174";"1968";3519907
"Iepê";"2016";"13292";"667";"2916";"2478";"5249";"1982";3519907
"Iepê";"2017";"13747";"445";"3138";"2667";"5422";"2076";3519907
"Igarapava";"2013";"44075";"6100";"9789";"1874";"20456";"5855";3520103
"Igarapava";"2014";"46308";"6176";"10066";"1949";"21983";"6134";3520103
"Igarapava";"2015";"45392";"6486";"9572";"1866";"21586";"5882";3520103
"Igarapava";"2016";"43714";"5350";"9047";"1839";"21436";"6042";3520103
"Igarapava";"2017";"47618";"8648";"8945";"1890";"21835";"6301";3520103
"Igaratá";"2013";"18615";"2114";"2924";"1896";"10167";"1514";3520202
"Igaratá";"2014";"19395";"2079";"3026";"1944";"10834";"1511";3520202
"Igaratá";"2015";"18582";"2128";"2822";"1737";"10477";"1417";3520202
"Igaratá";"2016";"19331";"2507";"3209";"1581";"10554";"1480";3520202
"Igaratá";"2017";"21103";"2502";"4052";"1492";"11399";"1658";3520202
"Igaraçu do Tietê";"2013";"34817";"5041";"4892";"613";"17238";"7033";3520004
"Igaraçu do Tietê";"2014";"36482";"5629";"5168";"552";"17917";"7216";3520004
"Igaraçu do Tietê";"2015";"36413";"6270";"5042";"480";"17641";"6980";3520004
"Igaraçu do Tietê";"2016";"35794";"6030";"4713";"508";"17386";"7157";3520004
"Igaraçu do Tietê";"2017";"36726";"6497";"4594";"251";"17594";"7791";3520004
"Iguape";"2013";"36144";"2037";"5688";"1883";"20038";"6498";3520301
"Iguape";"2014";"39538";"1954";"6831";"1993";"22070";"6690";3520301
"Iguape";"2015";"38160";"1574";"6379";"2034";"21392";"6780";3520301
"Iguape";"2016";"37546";"1469";"5907";"2020";"21471";"6679";3520301
"Iguape";"2017";"39361";"1404";"6198";"2112";"23062";"6585";3520301
"Ilha Comprida";"2013";"22417";"282";"4884";"-";"14014";"3237";3520426
"Ilha Comprida";"2014";"24447";"303";"5104";"-";"15619";"3422";3520426
"Ilha Comprida";"2015";"25178";"266";"5059";"-";"16221";"3633";3520426
"Ilha Comprida";"2016";"24823";"268";"4818";"1";"15905";"3832";3520426
"Ilha Comprida";"2017";"28992";"273";"4941";"1";"19004";"4772";3520426
"Ilha Solteira";"2013";"84529";"1517";"13964";"2442";"25992";"40615";3520442
"Ilha Solteira";"2014";"59853";"1585";"14245";"2626";"26967";"14430";3520442
"Ilha Solteira";"2015";"57896";"1562";"12939";"2450";"26413";"14531";3520442
"Ilha Solteira";"2016";"55453";"1339";"11730";"2448";"25669";"14267";3520442
"Ilha Solteira";"2017";"59127";"1828";"12405";"2681";"27362";"14850";3520442
"Ilhabela";"2013";"66197";"691";"21605";"142";"37759";"6000";3520400
"Ilhabela";"2014";"71795";"714";"23471";"140";"40820";"6650";3520400
"Ilhabela";"2015";"72646";"682";"23973";"126";"41180";"6685";3520400
"Ilhabela";"2016";"72875";"655";"23450";"136";"41595";"7040";3520400
"Ilhabela";"2017";"78235";"828";"24006";"230";"44956";"8216";3520400
"Indaiatuba";"2013";"846635";"425096";"126094";"10043";"226383";"59019";3520509
"Indaiatuba";"2014";"882770";"432827";"137312";"10223";"243338";"59071";3520509
"Indaiatuba";"2015";"850552";"400962";"141035";"9351";"240661";"58543";3520509
"Indaiatuba";"2016";"823117";"372341";"141068";"9326";"238931";"61451";3520509
"Indaiatuba";"2017";"848303";"373300";"153672";"9940";"247313";"64079";3520509
"Indiana";"2013";"6318";"319";"725";"1126";"3075";"1074";3520608
"Indiana";"2014";"6875";"553";"698";"1202";"3312";"1110";3520608
"Indiana";"2015";"6910";"596";"729";"1148";"3361";"1076";3520608
"Indiana";"2016";"6858";"444";"720";"1131";"3441";"1123";3520608
"Indiana";"2017";"6754";"176";"772";"1122";"3562";"1122";3520608
"Indiaporã";"2013";"6963";"75";"1076";"1682";"2824";"1306";3520707
"Indiaporã";"2014";"7240";"80";"1044";"1820";"3001";"1296";3520707
"Indiaporã";"2015";"7222";"83";"987";"1701";"3020";"1430";3520707
"Indiaporã";"2016";"6994";"72";"865";"1738";"2892";"1427";3520707
"Indiaporã";"2017";"7705";"94";"1052";"2054";"2999";"1506";3520707
"Inúbia Paulista";"2013";"6873";"190";"2392";"1153";"2121";"1016";3520806
"Inúbia Paulista";"2014";"7520";"310";"2718";"1191";"2245";"1056";3520806
"Inúbia Paulista";"2015";"7131";"214";"2667";"962";"2205";"1082";3520806
"Inúbia Paulista";"2016";"6892";"19";"2507";"933";"2365";"1067";3520806
"Inúbia Paulista";"2017";"7381";"14";"2781";"973";"2504";"1109";3520806
"Ipaussu";"2013";"25319";"7665";"4177";"885";"8984";"3607";3520905
"Ipaussu";"2014";"24247";"6275";"4062";"820";"9484";"3606";3520905
"Ipaussu";"2015";"23198";"6106";"3753";"732";"9217";"3391";3520905
"Ipaussu";"2016";"22885";"5914";"3789";"692";"9196";"3294";3520905
"Ipaussu";"2017";"24096";"6415";"3785";"808";"9563";"3526";3520905
"Iperó";"2013";"81886";"36130";"5449";"1350";"19979";"18977";3521002
"Iperó";"2014";"80620";"32292";"5624";"1456";"21420";"19829";3521002
"Iperó";"2015";"74413";"26764";"5551";"1332";"20980";"19786";3521002
"Iperó";"2016";"66603";"21012";"5007";"1312";"20305";"18966";3521002
"Iperó";"2017";"71143";"22860";"5611";"1457";"21248";"19967";3521002
"Ipeúna";"2013";"30580";"16908";"2003";"4458";"5004";"2206";3521101
"Ipeúna";"2014";"31598";"17173";"1892";"4842";"5262";"2429";3521101
"Ipeúna";"2015";"30712";"16812";"1608";"4778";"5163";"2352";3521101
"Ipeúna";"2016";"30388";"16275";"1481";"5255";"5145";"2233";3521101
"Ipeúna";"2017";"31966";"16329";"1669";"6182";"5456";"2330";3521101
"Ipiguá";"2013";"9233";"2044";"353";"3618";"2324";"895";3521150
"Ipiguá";"2014";"9877";"2104";"629";"3743";"2519";"882";3521150
"Ipiguá";"2015";"9691";"1581";"826";"3840";"2547";"897";3521150
"Ipiguá";"2016";"9979";"1678";"736";"4070";"2524";"971";3521150
"Ipiguá";"2017";"11203";"1767";"818";"4897";"2779";"942";3521150
"Iporanga";"2013";"3241";"4";"477";"301";"1766";"693";3521200
"Iporanga";"2014";"3596";"5";"608";"294";"1929";"760";3521200
"Iporanga";"2015";"3520";"5";"589";"324";"1806";"796";3521200
"Iporanga";"2016";"3460";"4";"579";"334";"1772";"771";3521200
"Iporanga";"2017";"3717";"5";"583";"369";"1965";"795";3521200
"Ipuã";"2013";"31352";"10577";"3832";"3108";"10599";"3236";3521309
"Ipuã";"2014";"32723";"10570";"3969";"3487";"11403";"3294";3521309
"Ipuã";"2015";"35598";"9734";"3760";"2550";"11247";"8308";3521309
"Ipuã";"2016";"25967";"9500";"3452";"3341";"11317";"1642";3521309
"Ipuã";"2017";"32490";"8409";"3576";"4978";"11879";"3648";3521309
"Iracemápolis";"2013";"57700";"26126";"6373";"3851";"15830";"5520";3521408
"Iracemápolis";"2014";"55144";"22541";"6601";"3635";"16628";"5739";3521408
"Iracemápolis";"2015";"52409";"20575";"6649";"3371";"16220";"5595";3521408
"Iracemápolis";"2016";"52267";"20523";"6600";"3397";"16402";"5344";3521408
"Iracemápolis";"2017";"56948";"24400";"6967";"3018";"17194";"5368";3521408
"Irapuã";"2013";"9917";"365";"1360";"2565";"4295";"1332";3521507
"Irapuã";"2014";"10964";"410";"1515";"3041";"4627";"1371";3521507
"Irapuã";"2015";"10203";"331";"1563";"2353";"4544";"1412";3521507
"Irapuã";"2016";"10854";"260";"1511";"2913";"4798";"1372";3521507
"Irapuã";"2017";"11366";"230";"1569";"3147";"4945";"1474";3521507
"Irapuru";"2013";"10083";"200";"1178";"1513";"3765";"3426";3521606
"Irapuru";"2014";"10748";"194";"1317";"1626";"4014";"3597";3521606
"Irapuru";"2015";"10014";"154";"1336";"1425";"3845";"3254";3521606
"Irapuru";"2016";"9870";"151";"1290";"1377";"3837";"3215";3521606
"Irapuru";"2017";"10262";"130";"1410";"1517";"4006";"3200";3521606
"Itaberá";"2013";"34614";"976";"4678";"18796";"7497";"2666";3521705
"Itaberá";"2014";"38107";"820";"5864";"21053";"7629";"2741";3521705
"Itaberá";"2015";"34107";"1122";"6009";"16789";"7557";"2631";3521705
"Itaberá";"2016";"35838";"1030";"6220";"18403";"7576";"2608";3521705
"Itaberá";"2017";"37501";"931";"6664";"19052";"8169";"2685";3521705
"Itaí";"2013";"85052";"575";"4333";"63086";"11576";"5481";3521804
"Itaí";"2014";"94350";"451";"4728";"71635";"12111";"5426";3521804
"Itaí";"2015";"21977";"374";"4540";"561";"11777";"4725";3521804
"Itaí";"2016";"91258";"352";"4315";"69978";"11906";"4708";3521804
"Itaí";"2017";"99562";"391";"4398";"77895";"12164";"4714";3521804
"Itajobi";"2013";"35531";"10358";"4669";"6316";"10816";"3372";3521903
"Itajobi";"2014";"40232";"11945";"5218";"7789";"11756";"3524";3521903
"Itajobi";"2015";"40886";"13354";"5920";"5932";"11975";"3706";3521903
"Itajobi";"2016";"44732";"15972";"5601";"7116";"12374";"3668";3521903
"Itajobi";"2017";"46155";"15103";"5672";"8524";"13116";"3739";3521903
"Itaju";"2013";"6866";"809";"452";"2271";"2503";"831";3522000
"Itaju";"2014";"7691";"873";"552";"2727";"2660";"879";3522000
"Itaju";"2015";"7227";"860";"541";"2271";"2552";"1002";3522000
"Itaju";"2016";"7439";"1016";"579";"2238";"2585";"1021";3522000
"Itaju";"2017";"7998";"1157";"637";"2456";"2689";"1060";3522000
"Itanhaém";"2013";"179341";"1932";"40580";"1637";"104491";"30700";3522109
"Itanhaém";"2014";"194767";"1902";"44067";"7068";"112986";"28744";3522109
"Itanhaém";"2015";"191572";"4508";"39754";"11720";"111249";"24342";3522109
"Itanhaém";"2016";"186689";"1639";"40303";"12459";"108485";"23804";3522109
"Itanhaém";"2017";"207998";"1459";"42967";"13134";"123164";"27274";3522109
"Itaóca";"2013";"2151";"21";"233";"363";"1215";"318";3522158
"Itaóca";"2014";"2241";"26";"228";"377";"1266";"343";3522158
"Itaóca";"2015";"2204";"28";"215";"368";"1279";"314";3522158
"Itaóca";"2016";"2210";"23";"208";"348";"1305";"326";3522158
"Itaóca";"2017";"2318";"29";"229";"332";"1391";"337";3522158
"Itapecerica da Serra";"2013";"231001";"50678";"48441";"7991";"104653";"19238";3522208
"Itapecerica da Serra";"2014";"238764";"49860";"53384";"8365";"107101";"20054";3522208
"Itapecerica da Serra";"2015";"228894";"47416";"52580";"8461";"101775";"18662";3522208
"Itapecerica da Serra";"2016";"231366";"46676";"52575";"8592";"106072";"17450";3522208
"Itapecerica da Serra";"2017";"239325";"49572";"52584";"9018";"110937";"17214";3522208
"Itapetininga";"2013";"430093";"217266";"50974";"20067";"105777";"36009";3522307
"Itapetininga";"2014";"509925";"291677";"48518";"22342";"112012";"35376";3522307
"Itapetininga";"2015";"506914";"289047";"49024";"21064";"110632";"37148";3522307
"Itapetininga";"2016";"390407";"173801";"47184";"21630";"111485";"36308";3522307
"Itapetininga";"2017";"392591";"171542";"47848";"23834";"113492";"35876";3522307
"Itapeva";"2013";"354086";"237754";"24277";"24626";"49069";"18361";3522406
"Itapeva";"2014";"362633";"234517";"26267";"30827";"51273";"19750";3522406
"Itapeva";"2015";"280094";"159872";"26454";"23976";"50093";"19700";3522406
"Itapeva";"2016";"313830";"193294";"26172";"24703";"50649";"19012";3522406
"Itapeva";"2017";"381174";"254984";"27511";"25562";"53732";"19385";3522406
"Itapevi";"2013";"430314";"180840";"76555";"145";"149561";"23213";3522505
"Itapevi";"2014";"454616";"193822";"86064";"127";"152762";"21842";3522505
"Itapevi";"2015";"434404";"181490";"82784";"39";"147681";"22410";3522505
"Itapevi";"2016";"430149";"182128";"76231";"41";"145730";"26019";3522505
"Itapevi";"2017";"451377";"193299";"79056";"43";"148931";"30049";3522505
"Itapira";"2013";"226846";"116709";"26243";"10066";"56112";"17716";3522604
"Itapira";"2014";"234273";"118462";"27921";"10803";"58989";"18097";3522604
"Itapira";"2015";"229196";"115969";"28012";"10153";"57384";"17678";3522604
"Itapira";"2016";"229175";"116937";"26667";"10352";"57174";"18044";3522604
"Itapira";"2017";"242246";"127929";"26584";"10424";"59104";"18205";3522604
"Itapirapuã Paulista";"2013";"2302";"19";"325";"294";"1266";"397";3522653
"Itapirapuã Paulista";"2014";"2608";"30";"329";"347";"1406";"496";3522653
"Itapirapuã Paulista";"2015";"2630";"31";"352";"329";"1424";"495";3522653
"Itapirapuã Paulista";"2016";"2519";"19";"293";"312";"1442";"453";3522653
"Itapirapuã Paulista";"2017";"2615";"8";"330";"306";"1525";"445";3522653
"Itápolis";"2013";"95814";"18585";"21551";"10228";"34729";"10721";3522703
"Itápolis";"2014";"107592";"26608";"22598";"10909";"36393";"11084";3522703
"Itápolis";"2015";"108427";"30897";"21304";"10393";"35248";"10584";3522703
"Itápolis";"2016";"101863";"28911";"16764";"10908";"34889";"10391";3522703
"Itápolis";"2017";"104743";"30835";"15314";"11335";"36015";"11244";3522703
"Itaporanga";"2013";"15156";"648";"2346";"2366";"7410";"2386";3522802
"Itaporanga";"2014";"16653";"764";"2560";"3175";"7704";"2450";3522802
"Itaporanga";"2015";"16140";"661";"2584";"2932";"7508";"2455";3522802
"Itaporanga";"2016";"16155";"577";"2512";"2890";"7532";"2645";3522802
"Itaporanga";"2017";"17517";"630";"2690";"3370";"8010";"2816";3522802
"Itapuí";"2013";"47093";"26844";"4478";"3316";"9537";"2917";3522901
"Itapuí";"2014";"49979";"29224";"4630";"2921";"10125";"3080";3522901
"Itapuí";"2015";"47321";"28606";"4485";"1321";"9934";"2975";3522901
"Itapuí";"2016";"39373";"20492";"4565";"1346";"9981";"2988";3522901
"Itapuí";"2017";"47710";"28135";"4735";"1340";"10327";"3172";3522901
"Itapura";"2013";"11950";"1217";"651";"5830";"3136";"1115";3523008
"Itapura";"2014";"13394";"1037";"663";"7189";"3350";"1155";3523008
"Itapura";"2015";"12269";"752";"647";"6473";"3245";"1151";3523008
"Itapura";"2016";"12611";"680";"657";"6931";"3130";"1213";3523008
"Itapura";"2017";"13203";"512";"786";"7405";"3306";"1195";3523008
"Itaquaquecetuba";"2013";"536432";"227258";"82202";"1020";"174838";"51115";3523107
"Itaquaquecetuba";"2014";"544113";"220830";"89421";"1119";"184657";"48085";3523107
"Itaquaquecetuba";"2015";"505449";"189460";"91217";"732";"177165";"46874";3523107
"Itaquaquecetuba";"2016";"494417";"173640";"87904";"691";"180499";"51683";3523107
"Itaquaquecetuba";"2017";"516820";"191132";"93645";"765";"187893";"43384";3523107
"Itararé";"2013";"70510";"19592";"14353";"3570";"25886";"7109";3523206
"Itararé";"2014";"71194";"18340";"15361";"3968";"26173";"7351";3523206
"Itararé";"2015";"69181";"14505";"18743";"3798";"25370";"6765";3523206
"Itararé";"2016";"67040";"12942";"18469";"3481";"25102";"7047";3523206
"Itararé";"2017";"67519";"13038";"16912";"3572";"26585";"7412";3523206
"Itariri";"2013";"13521";"357";"2688";"2526";"6681";"1269";3523305
"Itariri";"2014";"14025";"356";"2843";"2525";"6922";"1379";3523305
"Itariri";"2015";"14725";"348";"3436";"2723";"6818";"1400";3523305
"Itariri";"2016";"14569";"329";"3685";"2429";"6703";"1423";3523305
"Itariri";"2017";"15407";"414";"3826";"2535";"7212";"1420";3523305
"Itatiba";"2013";"404551";"192355";"66515";"10541";"105130";"30011";3523404
"Itatiba";"2014";"400289";"165790";"66605";"11066";"108932";"47897";3523404
"Itatiba";"2015";"377765";"164998";"61054";"10778";"105874";"35061";3523404
"Itatiba";"2016";"368349";"166162";"55495";"10613";"106715";"29364";3523404
"Itatiba";"2017";"382614";"174639";"55813";"12288";"109786";"30087";3523404
"Itatinga";"2013";"28429";"5651";"3237";"4251";"12354";"2937";3523503
"Itatinga";"2014";"29007";"5442";"3391";"5504";"11651";"3019";3523503
"Itatinga";"2015";"26871";"4115";"3424";"5147";"11274";"2911";3523503
"Itatinga";"2016";"25264";"1789";"3246";"5518";"11278";"3432";3523503
"Itatinga";"2017";"25984";"1708";"3264";"5032";"11530";"4449";3523503
"Itirapina";"2013";"34696";"2572";"4740";"12666";"9565";"5153";3523602
"Itirapina";"2014";"36563";"2596";"5444";"12875";"10188";"5460";3523602
"Itirapina";"2015";"39878";"5210";"7130";"12538";"9877";"5124";3523602
"Itirapina";"2016";"38656";"6432";"6924";"11019";"9529";"4753";3523602
"Itirapina";"2017";"38890";"5244";"7017";"11027";"10418";"5185";3523602
"Itirapuã";"2013";"7504";"287";"642";"1743";"3493";"1339";3523701
"Itirapuã";"2014";"8199";"285";"738";"2143";"3643";"1389";3523701
"Itirapuã";"2015";"7871";"259";"709";"1996";"3609";"1297";3523701
"Itirapuã";"2016";"7821";"169";"636";"2211";"3516";"1290";3523701
"Itirapuã";"2017";"8010";"211";"647";"2230";"3688";"1234";3523701
"Itobi";"2013";"19262";"3771";"1308";"7800";"4759";"1623";3523800
"Itobi";"2014";"20304";"3257";"1348";"9037";"5026";"1636";3523800
"Itobi";"2015";"19044";"3447";"1304";"7738";"4948";"1607";3523800
"Itobi";"2016";"19680";"3540";"1280";"8223";"5002";"1634";3523800
"Itobi";"2017";"19723";"2977";"1302";"8792";"5011";"1641";3523800
"Itu";"2013";"647796";"287339";"101011";"49329";"172104";"38012";3523909
